tweet_original_text,tweet_full_text,tweet_id,tweet_emotion,created_at
"I’m yours, baby...  
https://t.co/EjVXvL6HUm
 #amazing #tommyrobinson https://t.co/oiDfUTOeCZ","I am yours , baby ...",1237337733560926209,surprise,Tue Mar 10 11:21:18 +0000 2020
"Amazing Knits Portraits: Through her art, Faith Humphrey gives one more reason to love knitting pieces. The mixed-media artist realizes portraits, by using vibrant colors. The threads are used in such a way, that it brings depth,… https://t.co/uzlXEjkTSH #amazing #colorful https://t.co/69EiGus8RW","Amazing Knits Portraits : Through her art , Faith Humphrey gives one more reason to love knitting pieces . The mixedmedia artist realizes portraits , by using vibrant colors . The threads are used in such a way , that it brings depth , …",1237337177106743296,surprise,Tue Mar 10 11:19:06 +0000 2020
"We at https://t.co/fa5feCy5Qa are best known for our #amazing quality of carpets and wide, trendy range of #fabrics, designs, colors and #patterns of carpets. Call Now: 056-600-9626,Email :info@carpettilesabudhabi.ae Or visit: https://t.co/yIw8JZ5lPu https://t.co/k38BBnvR2n","We at are best known for our  amazing quality of carpets and wide , trendy range of  fabrics , designs , colors and  patterns of carpets . Call Now : 0566009626 , Email : info.ae Or visit :",1237336515589496832,surprise,Tue Mar 10 11:16:28 +0000 2020
"https://t.co/Xn6xUAnIUT 
10 Amazing gadget Available on amazon
#gadgets #itZoneGadget #Awesome #AmazingGadget #amazing",10 Amazing gadget Available on amazon,1237336417912537089,surprise,Tue Mar 10 11:16:05 +0000 2020
#life #getoutside #amazing Colorful Bowl &amp; Temperature-Sensing Spoon Set https://t.co/RqoatQkFu6, life  getoutside  amazing Colorful Bowl  amp ; TemperatureSensing Spoon Set,1237336033353764864,surprise,Tue Mar 10 11:14:33 +0000 2020
"Which one do you prefer ? 
Comment below 😊🔻

#Architecture #archilovers #design #designer #decor #decoration #interiordesign #interior #interiors #video #product #photography #repost #blogger #amazing #creative #ideas #light #stairs #wood #minimal https://t.co/hfkMubsWrY",Which one do you prefer ? Comment below 😊🔻,1237334201738944512,surprise,Tue Mar 10 11:07:16 +0000 2020
"Do you want me to undress online? I have a Beautiful Body (.) (.)  
https://t.co/RN9sn76Tqp
 #amazing #gayboy https://t.co/M7GkeVt8To",Do you want me to undress online ? I have a Beautiful Body  .   . ,1237332318081224705,surprise,Tue Mar 10 10:59:47 +0000 2020
RT @IanBrownTV: Some of the #amazing #comments + #feedback for my naughty acquaintances #TheBruvs - #thanks to all who support #indie #Brit…,Some of the  amazing  comments   feedback for my naughty acquaintances  TheBruvs   thanks to all who support  indie  Brit…,1237331245882675200,surprise,Tue Mar 10 10:55:32 +0000 2020
RT @RVACareerExpo: We will be there with 106 #amazing employers &amp; 1000 candidates. Sign up now! Friday March 13th may be your lucky day.,We will be there with 106  amazing employers  amp ; 1000 candidates . Sign up now ! Friday March 13th may be your lucky day .,1237329971774984199,surprise,Tue Mar 10 10:50:28 +0000 2020
#amazing #music Yellow Remote Control Helicopter https://t.co/sU6FGym753 https://t.co/JSfOnZAbzb, amazing  music Yellow Remote Control Helicopter,1237329205601370113,surprise,Tue Mar 10 10:47:25 +0000 2020
"#WomensMonth is here, and there is a TON of #amazing #women in #comics behind the scenes of some the best #comicbooks out there.

Today, we're spotlighting 🔦 @Joelle_Jones the current #talent behind Catwoman!

🌺Check out her work here: https://t.co/sKVXdE7NoL https://t.co/scARimldgZ"," WomensMonth is here , and there is a TON of  amazing  women in  comics behind the scenes of some the best  comicbooks out there . Today , we are spotlighting 🔦 the current  talent behind Catwoman ! 🌺Check out her work here :",1237324874433138689,surprise,Tue Mar 10 10:30:13 +0000 2020
"RT @DcontStudio: Hi!
Another part of animation. Would you play?
#animation #followback #game #video #awesome #games #videogame #amazing #vi…",Hi ! Another part of animation . Would you play ?  animation  followback  game  video  awesome  games  videogame  amazing  vi…,1237322922307588096,surprise,Tue Mar 10 10:22:27 +0000 2020
Out of book ideas? Start making your list with CANOPLES INVESTIGATIONS by @kcsowriter https://t.co/PA9xfpXAk3 #amazing #thriller,Out of book ideas ? Start making your list with CANOPLES INVESTIGATIONS by,1237322695710212096,surprise,Tue Mar 10 10:21:33 +0000 2020
"Hi!
Another part of animation. Would you play?
#animation #followback #game #video #awesome #games #videogame #amazing #visualdesign #gamedev #art https://t.co/WbnSbjdbju",Hi ! Another part of animation . Would you play ?,1237322641842847744,surprise,Tue Mar 10 10:21:20 +0000 2020
"#queendom 
#reign 
#yougotthis 
#powerful 
#beautiful 
#smart 
#amazing 
#women 
#empoweredwomen 
#naturalhair 
@harebey 
@harebey @ Debra Hare-Bey Private Parlour https://t.co/1kagJDbbgx", Debra HareBey Private Parlour,1237319591488937985,surprise,Tue Mar 10 10:09:13 +0000 2020
My second little girl was born last night in a stunning NHS birth centre with such dedicated staff. All free.  Never ceases to amaze me what a wonderful thing we have in this country #amazing #NHS #nhsstaff #LoveTheNHS,My second little girl was born last night in a stunning NHS birth centre with such dedicated staff . All free . Never ceases to amaze me what a wonderful thing we have in this country,1237318673490235392,surprise,Tue Mar 10 10:05:34 +0000 2020
#amazing #moda Cute Star Shaped Decorative Luminous Pillow https://t.co/eSv9bIRQL7 https://t.co/bGfeWSRNMH, amazing  moda Cute Star Shaped Decorative Luminous Pillow,1237316957898227713,surprise,Tue Mar 10 09:58:45 +0000 2020
"A picture every day in 2020 🐸
Flying high 🐸
#wow #relax #amazing #view #nofilterneeded #oneaday #picture #2020 #leapyear #red #white #blue #hawk #jet #clouds #bluesky #formation #flying #arrow #worldclass #threequeens @rafredarrows #afrogsview https://t.co/ePdfeSXac0 https://t.co/yctS2fub19",A picture every day in 2020 🐸 Flying high 🐸,1237315838786617344,surprise,Tue Mar 10 09:54:18 +0000 2020
@KFC_UKI  VEGAN BURGER 🍔🐔 #amazing #notavegan KFC IS NEEDED IN AMERSHAM!! https://t.co/GF3oGVqlUO,VEGAN BURGER 🍔🐔  amazing  notavegan KFC IS NEEDED IN AMERSHAM ! !,1237311906223972357,surprise,Tue Mar 10 09:38:41 +0000 2020
"Surviving the Aftermath #SurvivingTheAftermath #Surviving #theAftermath #Gameplay #Walkthrough #awesome #amazing #game #letsplay #smile #nerd #geek #gaming #streaming #youtube #youtubegaming #LetsPlay #Mixer @TwitterGaming  @PdxInteractive @Surviving_PDX 

https://t.co/exGZ9zEXgj",Surviving the Aftermath,1237310959867375622,surprise,Tue Mar 10 09:34:55 +0000 2020
"Amazing wall paper in Germany

#picassaus #wallpaper #germany #cool #amazing #streetart #pics #painting #mural #graffiti #urbanart #artist #art #arte #streetartistry #streetartist #streetartphotography  #streetartglobe #streetartlovers  #streetartofficial #streetartandgraffi… https://t.co/XoNAKeDYoN",Amazing wall paper in Germany  picassaus  wallpaper  germany  cool  amazing  streetart  pics  painting  mural  graffiti  urbanart  artist  art  arte  streetartistry  streetartist  streetartphotography  streetartglobe  streetartlovers  streetartofficial  streetartandgraffi…,1237309259555262464,surprise,Tue Mar 10 09:28:10 +0000 2020
@StenaLineUKIE Hi Dave. @IrishBlkButter  had a #tremendous time #sailing #stenaedda The boat is #superb and  the @StenaLineUKIE  Team onboard were as always #fantastic #Cabins #amazing  Cake was #gorgeous to look at and eat !! A. https://t.co/7yent0FkdJ,Hi Dave . had a  tremendous time  sailing  stenaedda The boat is  superb and the Team onboard were as always  fantastic  Cabins  amazing Cake was  gorgeous to look at and eat ! ! A .,1237309005049012224,surprise,Tue Mar 10 09:27:09 +0000 2020
"RT @ClydeHusky: Enjoying playtime 😆🐶♥️ bro love. Have a great day!! .
#amazing #dogs #dogsoftwitter #fun #MondayVibes #MondayMotivaton http…",Enjoying playtime 😆🐶♥️ bro love . Have a great day ! ! .,1237308911084081152,surprise,Tue Mar 10 09:26:47 +0000 2020
Since having my lucky penny I am convinced that it really is helping my luck change.. does anyone else have a lucky item that they believe?? #lucky #amazing https://t.co/puVFJ8kfUP,Since having my lucky penny I am convinced that it really is helping my luck change.. does anyone else have a lucky item that they believe ? ?,1237308183456038915,surprise,Tue Mar 10 09:23:53 +0000 2020
"Happy 5 Year Hamptons Anniversary to @Scott_Eddy_ ! 
You are a truly amazing addition to our lettings team, cheers to you 🥂

#associate #amazing #team #5yearanniversary https://t.co/hUTcYpIogf","Happy 5 Year Hamptons Anniversary to ! You are a truly amazing addition to our lettings team , cheers to you 🥂",1237306425996648448,surprise,Tue Mar 10 09:16:54 +0000 2020
#Wow What a #fantastic #new experience for travellers #sailing #Birkenhead #Belfast @IrishBlkButter  #delighted to be onboard #firstsailing of #StenaEdda #beautiful boat #cabin #amazing #Congratulations  @StenaLineUKIE @StenaLine @onlyjustmedia  @DukeSchomberg #WINNER https://t.co/DcQe9wK8E3, Wow What a  fantastic  new experience for travellers  sailing  Birkenhead  Belfast  delighted to be onboard  firstsailing of  StenaEdda  beautiful boat,1237305798847586304,surprise,Tue Mar 10 09:14:25 +0000 2020
"Be the reason someone feels loved and believes in the goodness in people. So try the follow today: more smiling, less worrying; more compassion, less judgment; more blessed, less stressed; more love, less hate. #discipline #amazing https://t.co/sGAGVRm7td","Be the reason someone feels loved and believes in the goodness in people . So try the follow today : more smiling , less worrying ; more compassion , less judgment ; more blessed , less stressed ; more love , less hate .",1237304523426848769,surprise,Tue Mar 10 09:09:21 +0000 2020
One of the BESSSST place I have come across in #mumbai #saharastar #hotel #bestroomever #underthesky #roomwithaview #beautiful #amazing #outoftheworld #bestsurpriseever #allthankstomycousin #iloveyoutothemoonandback… https://t.co/acEGDc6MPL,One of the BESSSST place I have come across in  mumbai  saharastar  hotel  bestroomever  underthesky  roomwithaview  beautiful  amazing  outoftheworld  bestsurpriseever  allthankstomycousin  iloveyoutothemoonandback…,1237301311542083584,surprise,Tue Mar 10 08:56:35 +0000 2020
"When @MandisaOfficial sings... 🎤#drop // 2020 Greatness of Our God Tour! 
📸@AnnetteHolloway #amazing #mandisa #ahmandisa #mandisaofficial #ahmandisaofficial #micdrop 
.
.
https://t.co/tDLH4whm4f
#audiolovechallenge… https://t.co/Tsi5WCxhHm",When sings ... 🎤  drop  2020 Greatness of Our God Tour ! 📸 . .  audiolovechallenge…,1237296691520380928,surprise,Tue Mar 10 08:38:13 +0000 2020
"RT @layneishisname: My most Played song this week. #amazing #kurtnilsen Here’s a song for you… Amazing by Kurt Nilsen
https://t.co/xJCIwZTH…",My most Played song this week .  amazing  kurtnilsen Here ’ s a song for you… Amazing by Kurt Nilsen,1237296126077931521,surprise,Tue Mar 10 08:35:58 +0000 2020
#UHIVE is one of the most promising projects right now! Don't miss it! #UHIVE #therevolution #jointhehive #new #cool #amazing #market #digital #world #bitcoincharts #crytpo #blockchain #cryptocurrency #ico #trading #earlybird, UHIVE is one of the most promising projects right now ! do not miss it !,1237294736995647488,surprise,Tue Mar 10 08:30:27 +0000 2020
#amazing #sports Set Ultra-light Adjustable Walking Stick https://t.co/tdOADdvlLB, amazing  sports Set Ultralight Adjustable Walking Stick,1237293969219952640,surprise,Tue Mar 10 08:27:24 +0000 2020
"Enjoyed after 10 year's thanks to sis, friends and my students love you all. 
Holi festival 2020.
#holi #holi2020 #indianfestivals #indianfest #cool #awesome #dope #funtime #fun #festivalselfie #amazing @ Kisan Nagar https://t.co/in6VuO1Gyb","Enjoyed after 10 year s thanks to sis , friends and my students love you all . Holi festival 2020 .  holi  holi2020  indianfestivals  indianfest  cool  awesome  dope  funtime  fun  festivalselfie  amazing  Kisan Nagar",1237293564712964096,surprise,Tue Mar 10 08:25:48 +0000 2020
"@HansrajMeena @JM_Scindia Thank you for giving certificate. Aab mrs Gandhi ko ms. bofors ka certificate issue kar dey. #amazing decision Mr. Scindia. Entire country with you. You will make all states shine, not just Madhya Pradesh. Try to@not become any CM rather be in national@politics n aim for PM","Thank you for giving certificate . Aab mrs Gandhi ko ms. bofors ka certificate issue kar dey .  amazing decision Mr. Scindia . Entire country with you . You will make all states shine , not just Madhya Pradesh . Try to become any CM rather be in national n aim for PM",1237293310269513728,surprise,Tue Mar 10 08:24:47 +0000 2020
#MansWorld #amazing Women's Power: Its #Past  Its #Future:Femocracy:Create #history hold this 1 author 150 subj book https://t.co/OqT3ZLFvqR, MansWorld  amazing Women s Power : Its  Past Its  Future : Femocracy : Create  history hold this 1 author 150 subj book,1237290600204062720,surprise,Tue Mar 10 08:14:01 +0000 2020
NerissaSteward: #RT @PATRICIAMADER18: #TP Meeting Room Power Center offers surge-protected electrical outlets and USB charging ports to keep everyone’s business-critical devices powered up  #charger #amazing   https://t.co/o1xaAP2A29 https://t.co/WkV4VBoYWo,NerissaSteward :   TP Meeting Room Power Center offers surgeprotected electrical outlets and USB charging ports to keep everyone ’ s businesscritical devices powered up,1237289897465188357,surprise,Tue Mar 10 08:11:13 +0000 2020
"Transform Your Smile!
#FEELNOPAIN @740dental
To book your pain free appointment please call us on 01202 397020

#painfreedentistry #740 #bournemouth #Dentist #NewPost #PainFree #beforeandafter #transformation #amazing #straightteeth https://t.co/JPDRFoYFAv",Transform Your Smile ! To book your pain free appointment please call us on 01202 397020,1237287502693707776,surprise,Tue Mar 10 08:01:42 +0000 2020
RT @ImagesByJonEvan: Photography for the Mind! https://t.co/QLXlugehay #naturelovers #landscapelovers #landscape #photography #amazing #lov…,Photography for the Mind !  naturelovers  landscapelovers  landscape  photography  amazing  lov…,1237285089572077568,surprise,Tue Mar 10 07:52:07 +0000 2020
Photography for the Mind! https://t.co/QLXlugehay #naturelovers #landscapelovers #landscape #photography #amazing #love #photooftheday https://t.co/M1JUhWACaj,Photography for the Mind !,1237284060998885376,surprise,Tue Mar 10 07:48:02 +0000 2020
"Let’s dive into colours and make are lives colourful, wishing you all a very happy holi, may you all have a colourful life ahead.
Photograph by @vishalsaxena81 

#amazing #HoliHai #festivalsofindia #holifestival2020 #art #ColorfulHoli @VogueParis @GQMagazine @NYMag https://t.co/hwU96bfN1T","let us dive into colours and make are lives colourful , wishing you all a very happy holi , may you all have a colourful life ahead . Photograph by",1237283674569113600,surprise,Tue Mar 10 07:46:30 +0000 2020
RT @joaofse: Happy tuesday everyone!! Time to hit the books and study openshift. @openshift #openshift #devops #ops #pipeline #amazing #pos…,Happy tuesday everyone ! ! Time to hit the books and study openshift .  openshift  devops  ops  pipeline  amazing  pos…,1237283431891062784,surprise,Tue Mar 10 07:45:32 +0000 2020
#life #getoutside #amazing Muslim Womens High Waist Long Jeans Skirts https://t.co/vEiXrfwZad https://t.co/jAE0NjRnmS, life  getoutside  amazing Muslim Womens High Waist Long Jeans Skirts,1237280495328690176,surprise,Tue Mar 10 07:33:52 +0000 2020
