tweet_text,tweet_id,tweet_emotion,created_at
 orangecog  exciting risky play,1237130091378900999,excitement,Mon Mar 09 21:36:13 +0000 2020
Play Mega888 ? Like and share to claim your bonus here with ! Like to win more ?,1237118993900634113,excitement,Mon Mar 09 20:52:07 +0000 2020
Thanks ! Looking forward to the release on on March 30 .,1237118199293976576,excitement,Mon Mar 09 20:48:57 +0000 2020
P7 have been hard at work preparing for The Big Reveal . Looking forward to inviting our parents and carers in on the 27th March to see what all of our children have been learning about this term . Our classrooms and corridors have been transformed  exciting  impressivework 😊,1237115110155575297,excitement,Mon Mar 09 20:36:41 +0000 2020
can not wait for this in May can not tell you wear it is going to be but I know it is going to awesome look out for the live sometime in May,1237101073535504385,excitement,Mon Mar 09 19:40:54 +0000 2020
"With this recent report from the OCS  amp ; , we see that the OCS did  4.3 MM in sales last month on cannabis 2.0 products alone .  3.77 MM was directly from vape products sales , with the remaining revenue coming in from edible sales 👀",1237094682779422726,excitement,Mon Mar 09 19:15:31 +0000 2020
And the  transformation begins with our new paint scheme and display boards .  exciting times …,1237087030045290503,excitement,Mon Mar 09 18:45:06 +0000 2020
Exciting news coming soon ... .big announcement at 8pm,1237086431689965569,excitement,Mon Mar 09 18:42:43 +0000 2020
Play 918KISS  amp ; XE88 With ? Like and share to claim your bonus here with ! Look for more exciting different casino games ?,1237075645018124290,excitement,Mon Mar 09 17:59:52 +0000 2020
We have a countdown on the locked option on modern warfare . 😬,1237060586229374976,excitement,Mon Mar 09 17:00:01 +0000 2020
"I Get It , Passwords Is Not An Exciting Topic , But , Neither is Being Hacked !  exciting  Topic  St…",1237050859936198656,excitement,Mon Mar 09 16:21:22 +0000 2020
"I Get It , Passwords Is Not An Exciting Topic , But , Neither is Being Hacked !",1237049872949424129,excitement,Mon Mar 09 16:17:27 +0000 2020
Orientation webinar !,1237046737547616258,excitement,Mon Mar 09 16:05:00 +0000 2020
here we go round 2 of homestudy 😔,1237017580100968448,excitement,Mon Mar 09 14:09:08 +0000 2020
exciting to be kicking off a new  salesforce project this week in  cookcounty and also heading to  atlanta salesforce tower for some important meetings,1237004133808259076,excitement,Mon Mar 09 13:15:42 +0000 2020
Looking forward to starting the ⁦⁩ at Pennine Acute  exciting times,1237002291787575297,excitement,Mon Mar 09 13:08:23 +0000 2020
What a weekend we have had our first volunteers induction Thank you to listen in to  mkfm 33.30pm I have been talking about ALs pls and the launch of our service it is also been recorded as a podcast so keep a look out on their website,1236990994673020929,excitement,Mon Mar 09 12:23:29 +0000 2020
"Only two more days and I am off to Ghent  quarantine measures willing  . can not wait for the Belgian beer , Van Eyck and Milo Rau .",1236986531723837440,excitement,Mon Mar 09 12:05:45 +0000 2020
So final training session at Longlands Market Drayton today.. Then  exciting project plans to discuss ! Bring it on !,1236979447221420033,excitement,Mon Mar 09 11:37:36 +0000 2020
Reflecting on what a great day of learning yesterday for our new ⁦⁩  Wildcats Centre . The 24th April is our launch date and we have had a great response so far from our local community  exciting ⁦⁩,1236976197306892288,excitement,Mon Mar 09 11:24:42 +0000 2020
Delighted to be partnering with you,1236960211493158913,excitement,Mon Mar 09 10:21:10 +0000 2020
"Another day , another train journey 😁 . Off to Leominster to visit and see their fabulous puppet making studio  🚂🎭",1236955584487927808,excitement,Mon Mar 09 10:02:47 +0000 2020
Looking forward to David Icke s new book about how the coronavirus was sent to earth from the moon by the nazi s .,1236952589088051206,excitement,Mon Mar 09 09:50:53 +0000 2020
"What an exciting week we have for our 🔍  YoungExplorers ! 🤩We have a poet , robotic engineer and one of our very own mentoring team showcasing the role of a mentor ! Today at the pupils will experience the incredible ! ! 😁👏🏻",1236934153427456000,excitement,Mon Mar 09 08:37:37 +0000 2020
I can not wait till  BigShow next school year because volunteering for Big Bash was cool but I can only imagine the hype of enjoying the crowd,1236925821241012224,excitement,Mon Mar 09 08:04:31 +0000 2020
We have some exciting plans in the works for 2020 . Happy new year to you and yours ! For more details visit our website :,1236921102506405888,excitement,Mon Mar 09 07:45:46 +0000 2020
"It was an  amazing ,  exciting  amp ;  awesome  conference this year we had  nullcon2020 , met a lot amount friends  amp ; colleagues ⁦⁩ ⁦⁩ ⁦⁩ ⁦⁩ ⁦⁩ ⁦  mitkat was fun to interact",1236913475894407173,excitement,Mon Mar 09 07:15:28 +0000 2020
Are you a  hackathon wizz ? Do you want to be up to date on all  EMEA  events ? You can stay tuned here 💪We update this page everyday with  exciting content 😍,1236909693290852353,excitement,Mon Mar 09 07:00:26 +0000 2020
No orchestra today so Year 7 and 8 pupils can get used to their brand new tutor rooms,1236906463634866176,excitement,Mon Mar 09 06:47:36 +0000 2020
Combined 9 shots this period .,1236844794921414657,excitement,Mon Mar 09 02:42:33 +0000 2020
Such an inspirational segment Karlie that would have captured the hearts and minds of many for sure ! 👏🏼👏🏽  brill 🌟🌟🌟,1236819521245024256,excitement,Mon Mar 09 01:02:07 +0000 2020
Tomorrow I am waiting for my stuff to be delivered so I will have so much unpacking to do . But I think on Tuesday I am going to start pitching and writing .,1236805259349110786,excitement,Mon Mar 09 00:05:27 +0000 2020
 subscribe to our  weekly  newsletter  amp ;  FindYourRoute  InsideOasis this week ; SINGLES  amp ; COUPLES welcome .  exciting  events  amp ; great  articles from our sexpositive  community  amp ; beyond .,1236800018377572353,excitement,Sun Mar 08 23:44:37 +0000 2020
Play Online Casino Singapore  amp ; Malaysia With ? Like and share to claim your bonus here with ! Check it out !,1236785710587314177,excitement,Sun Mar 08 22:47:46 +0000 2020
The new exhibit is almost complete ! Keep your eye out for what is coming next .,1236776952855396353,excitement,Sun Mar 08 22:12:58 +0000 2020
‘ The Worm ’ Supermoon is making an early appearance 😳 🌓 ready for tomorrow  exciting  witchesbroom 🧹 🧙🏻‍♀️🤣,1236761474586087424,excitement,Sun Mar 08 21:11:28 +0000 2020
Guys ! I just got a love letter from a guy I do not know ! Wrote him a text . let us see .  exciting 😯😄💕,1236737963788242944,excitement,Sun Mar 08 19:38:02 +0000 2020
I am looking forward to working with you . : ,1236731339010904064,excitement,Sun Mar 08 19:11:43 +0000 2020
The 3 basic levels of excitment to reading Hegel are thus :  13 : Hegel is  exciting when the first level of clarity begins where the ordinary words on the page begin making sense and you are not experiencing the pure unmitigated frustration of negation .,1236715757729275904,excitement,Sun Mar 08 18:09:48 +0000 2020
 WoldsChallenge2020 route has been revealed,1236703754289704960,excitement,Sun Mar 08 17:22:06 +0000 2020
Monkey business 🐒  sundaze  actorslife  rockclimbing  chillbro  upsidedown  firsttime  exciting  Fit Rock Arena  Chennai,1236699249280200706,excitement,Sun Mar 08 17:04:12 +0000 2020
"On Thursday , year 10 students had the  exciting opportunity to experience an engaging adaptation of  DrJekyllandMrHyde . T…",1236693004963864577,excitement,Sun Mar 08 16:39:23 +0000 2020
"Teaser alert 🚨 What do you think this could be , coming out 14th March ? Exciting stuff people . Be first to see , smell and try by getting in touch 💚",1236689181478445058,excitement,Sun Mar 08 16:24:12 +0000 2020
Play 918KISS  amp ; XE88 With ? Like and share to claim your bonus here with ! Check it out !,1236685235779231745,excitement,Sun Mar 08 16:08:31 +0000 2020
Watch out ! Tune in ! This will change the way you see things .,1236667820584456194,excitement,Sun Mar 08 14:59:19 +0000 2020
Good Morning  crafters . Sure to be a busy  exciting day but do not forget we are always on hand for help and support …,1236660574798430213,excitement,Sun Mar 08 14:30:31 +0000 2020
Proud to be at the NODA awards in Stevenage . We have an individual winner  Esme for ‘ We Will Rock You ’  and our 416 Theatre Company nominated for best youth production,1236659903227465728,excitement,Sun Mar 08 14:27:51 +0000 2020
Kate looking great on her super new grey,1236652514902249473,excitement,Sun Mar 08 13:58:30 +0000 2020
"Great start to our 12 week spring session . Students learnt basic robotic and coding concepts , then dived into their projects . Snail , Cooling fan , Mars Rover were built by them whilst slightly older students were introduced to EV3 mindstorms . Lots of energy",1236650623740895234,excitement,Sun Mar 08 13:50:59 +0000 2020
"On Thursday , year 10 students had the  exciting opportunity to experience an engaging adaptation of  DrJekyllandMrHyde . This enabled students to adsorb real influences of Stevenson s novel .",1236646256577052672,excitement,Sun Mar 08 13:33:38 +0000 2020
Sounds sooooo much better when you are commentating Bryn,1236643177941078017,excitement,Sun Mar 08 13:21:23 +0000 2020
The results are in !,1236643065433075712,excitement,Sun Mar 08 13:20:57 +0000 2020
Play Online Casino Singapore  amp ; Malaysia With ? Like and share to claim your bonus here with ! Like and share !,1236641900712648711,excitement,Sun Mar 08 13:16:19 +0000 2020
recruiters.com .  constructionjobs  engineerjobs  architecturejobs  mechanicalengineers  womeninconstruction  womeninarchitecture  architecture  architecture  architect  architects  exciting  opportunity2020  construction  recruiting  h…,1236623708351070210,excitement,Sun Mar 08 12:04:02 +0000 2020
"Preparation in full swing at My Science Fair 2020 ...  exciting Virtual reality , melon drums , Lego and so many experiments from our young scientists ! Who will win the prizes sponsored by ? Free day opens at 10am",1236585707730157570,excitement,Sun Mar 08 09:33:02 +0000 2020
28th not missing,1236519874677088256,excitement,Sun Mar 08 05:11:26 +0000 2020
Play Mega888 ? Like and share to claim your bonus here with ! that is really out of sight !,1236514718417850369,excitement,Sun Mar 08 04:50:56 +0000 2020
New  exciting photos just added ! !,1236495629179912192,excitement,Sun Mar 08 03:35:05 +0000 2020
Play Kiss918  amp ; SCR888 With ? Like and share to claim your bonus here with ! Look for more exciting different casino games ?,1236469600029749248,excitement,Sun Mar 08 01:51:39 +0000 2020
Watching my first  XFLfootball game .  NewYorkGuardians and it is surprisingly  exciting to watch . Good game .  XFL who knew !,1236445023001907200,excitement,Sun Mar 08 00:14:00 +0000 2020
Ooooooo the castle .  exciting Bit  twp to forget the iBone LuLu . Mum needs to up her game . 👍🏻,1236408883486371842,excitement,Sat Mar 07 21:50:23 +0000 2020
 René  LaVice – Hollywood  feat . S.P.Y ,1236400035308261376,excitement,Sat Mar 07 21:15:14 +0000 2020
Play Kiss918  amp ; SCR888 With ? Like and share to claim your bonus here with ! Like to win more ?,1236377505625489410,excitement,Sat Mar 07 19:45:42 +0000 2020
"... will feed the need for  speedthrills where we find it these days sincle  mlb is so slow ? a : legit triple , so  exciting of a play ...",1236375073235206144,excitement,Sat Mar 07 19:36:02 +0000 2020
Tonight at 9 on Facebook !,1236375037512421376,excitement,Sat Mar 07 19:35:54 +0000 2020
"I Get It , Strong Passwords Is Not an Exciting Topic , But , Neither is Being Hacked !",1236365693089710081,excitement,Sat Mar 07 18:58:46 +0000 2020
I try . 👍🏾 Hey you see the dude who wanted to keep Trumaine ? 🤮🤮🤮 I am trying to be patient but ...,1236345000369311752,excitement,Sat Mar 07 17:36:32 +0000 2020
"It is an  exciting weekend in  Michigan . We  VOTE on Tuesday , March 10th . The  bluewave comes crashing IN .",1236344856819228672,excitement,Sat Mar 07 17:35:58 +0000 2020
 exciting We are so looking forward to this show ! The rehearsals are sounding great . Tickets are now on sale from Mrs Archer in the School Office .,1236330110384517120,excitement,Sat Mar 07 16:37:22 +0000 2020
Play Online Casino Singapore  amp ; Malaysia With ? Like and share to claim your bonus here with ! it is absolutely bangon !,1236329787909685248,excitement,Sat Mar 07 16:36:05 +0000 2020
New Nelo Surfski launched . Exciting and very different design .  new  exciting  design  different  surfski  nelokayaks  Nelo Kayaks,1236296629390577665,excitement,Sat Mar 07 14:24:20 +0000 2020
I put some snowdrops in the garden last spring and I think these tiny shoots might be them .,1236279746226356228,excitement,Sat Mar 07 13:17:15 +0000 2020
I am looking forward to joining the Celebrity Apex in May,1236249932333531136,excitement,Sat Mar 07 11:18:46 +0000 2020
Its here ! Order our new SS20 Look Book NOW ,1236235157759234048,excitement,Sat Mar 07 10:20:04 +0000 2020
"Venturing out for the first time in 4 days , all to drop off a library book and get Foucault s Discipline and Punish . And maybe look at plates .",1236234217119461376,excitement,Sat Mar 07 10:16:20 +0000 2020
"Today is the day , it is wrestlememia 3 with at Stotfold !",1236221563583770625,excitement,Sat Mar 07 09:26:03 +0000 2020
NEW ROLE ! ! We are looking for a  buyer to join our client based in the  southeast ... Click to find out more about this  exciting opportunity ...,1236221323816439813,excitement,Sat Mar 07 09:25:06 +0000 2020
" photographyworkshop  students  exciting  camera  manualmode  noauto  basicphotography  canon  portrait  blossyphotography  marchcambs  fenland  March , Cambridgeshire",1236213004531912705,excitement,Sat Mar 07 08:52:02 +0000 2020
Play Mega888 ? Like and share to claim your bonus here with ! Check it out !,1236211664124547073,excitement,Sat Mar 07 08:46:43 +0000 2020
Come along and see what your community have planned for you ! Bids from  HUB and so many more .,1236195534127456256,excitement,Sat Mar 07 07:42:37 +0000 2020
Check out my  exciting photography,1236195288844570624,excitement,Sat Mar 07 07:41:38 +0000 2020
"Who will come out on top between  england  amp ;  wales today ? ? Join us for another  exciting  6nations game , showing live at 1645pm.. have you booked your table ? ?  rugby  rivals  rivalry  competition…",1236192731824709632,excitement,Sat Mar 07 07:31:29 +0000 2020
 exciting ! Looking forward to watch our legendary cricketers in action .,1236188766018007042,excitement,Sat Mar 07 07:15:43 +0000 2020
Top rated pandemic adventure 🔥💯👌🏽☘️👽👽👽,1236187831229452288,excitement,Sat Mar 07 07:12:00 +0000 2020
Good Morning  crafters . Sure to be a busy  exciting day but do not forget we are always on hand for help and support and remember you can ask any questions on Twitter too,1236178575520419840,excitement,Sat Mar 07 06:35:14 +0000 2020
😳😬  Brier2020  exciting Too bad NL did not clinch the 1v2 game . 😕,1236123829132496896,excitement,Sat Mar 07 02:57:41 +0000 2020
Yay ! I am so happy for ! Watching him on  belowdeckmed made me feel like a,1236083454531510272,excitement,Sat Mar 07 00:17:15 +0000 2020
Play Mega888 ? Like and share to claim your bonus here with ! A real pickup for you !,1236080451468615683,excitement,Sat Mar 07 00:05:19 +0000 2020
"TEARDROPS FALL Unlike most  shortstories that leave the reader without an ending , in this book each story comes to a  dramatic an unexpected resolution . It is not only fresh and  exciting but is composed of many of life ’ s lessons .",1236078699692228608,excitement,Fri Mar 06 23:58:21 +0000 2020
Take a few laps around  brandshatch in the  stormy  Rain . gets it right . I am able to actually practice the wet line and be efficient ☺️ .,1236076755196276736,excitement,Fri Mar 06 23:50:38 +0000 2020
I am in my  final phase of  data collection ! this  journey has been so  exciting but I still need more  participants for 11 interviews,1236042371273560065,excitement,Fri Mar 06 21:34:00 +0000 2020
We are so proud to work with such talented chefs and forward thinking restaurants 👌 Get down to to taste some stunning sustainable and ethical seafood .,1236034382772699136,excitement,Fri Mar 06 21:02:15 +0000 2020
it is  nationalcareersweek ! Our industry offers many  exciting  career  amp ;  apprenticeship opportunities . Find out more in our  bui…,1236021905230098434,excitement,Fri Mar 06 20:12:41 +0000 2020
Play Mega888 ? Like and share to claim your bonus here with ! it is absolutely bangon !,1236019113677504513,excitement,Fri Mar 06 20:01:35 +0000 2020
OMG ! ! ! Yes ! ! ! This made my day ! ! ! new single will be  WhoIAm and will be release on March 20 ! ! ! ! AMAZING NEWS ! ! ! 😁😁😁,1236013356554817537,excitement,Fri Mar 06 19:38:42 +0000 2020
patiently waiting to see  amp ; loving the set ! it is a full house 👍🏻  exciting 😊,1236010070036578304,excitement,Fri Mar 06 19:25:39 +0000 2020
 The world s a funny place . It resists change . It fights progress . So the only way to move things forward is to fight back .  What a great announcement ! ! can not wait to meet him with  amp ; ! !,1236005798104293376,excitement,Fri Mar 06 19:08:40 +0000 2020
What on earth do we have planned at next week ? ?,1235996553199771649,excitement,Fri Mar 06 18:31:56 +0000 2020
Doing simple things correctly like having a single platform for all engineering content can bring a huge savings   8m to  10m . Quantifying this value and then demonstrating that PLM is delivering is the fun part can help with .,1235987790871040000,excitement,Fri Mar 06 17:57:07 +0000 2020
"I am looking forward to see what is in store . Perhaps an homage to the 80 s with neon ? I do miss those green , pink and oranges ! Will there be legwarmers ?",1235982970516725760,excitement,Fri Mar 06 17:37:58 +0000 2020
This is our first draft of our three year plan . we will keep you up to date about how it is develops and how you can help us .,1235982940171104256,excitement,Fri Mar 06 17:37:51 +0000 2020
"Play Kiss918  amp ; SCR888 With ? Like and share to claim your bonus here with ! Just look , that  s outstanding !",1235975239521140736,excitement,Fri Mar 06 17:07:15 +0000 2020
Exciting news on this beautiful Friday morning.The Jasper County School District is officially opening up the Cyber Security Lab at Ridgeland Hardeeville High School : JCSD .,1235968385655205890,excitement,Fri Mar 06 16:40:00 +0000 2020
Our exciting new playground equipment was being installed this week . Even the rain yesterday did not stop work ! Well done to the Playcubed workers . 👍🏻,1235965249054011394,excitement,Fri Mar 06 16:27:33 +0000 2020
 cruftsscreen Waiting for the Flyball,1235957839916601347,excitement,Fri Mar 06 15:58:06 +0000 2020
In the recording studio . Working on something for you guys ! Coming soon !,1235956325441581057,excitement,Fri Mar 06 15:52:05 +0000 2020
Just been for a costume fitting 😁,1235952640086900738,excitement,Fri Mar 06 15:37:26 +0000 2020
just want my baby to come out already,1235945216256901120,excitement,Fri Mar 06 15:07:56 +0000 2020
Check out our cheeky new training aid for the bars ! ! Our gymnasts will be flying now ... .,1235944236916371457,excitement,Fri Mar 06 15:04:03 +0000 2020
The answer is no.1 2 3 1 . Buy Crypto with Fiat  amp ; Get Free Bitcoin 2 . New Token Listing 3 . New Ecosystem Partner,1235942727629463554,excitement,Fri Mar 06 14:58:03 +0000 2020
"Yes , erm , a tad difficult because ... erm ... racist ? I mean , did it ever happen ? Has it been verified ? By the way , Meghan s dress was lovely last night !  exciting x",1235939011392401414,excitement,Fri Mar 06 14:43:17 +0000 2020
A Delicious way to start your day ! Shop now at or visit your nearest  farms2fresh store .,1235934070745354240,excitement,Fri Mar 06 14:23:39 +0000 2020
i was in  dearborn  mi for  work . i was at this  mom and  pop  joint . I had to have the  babaghanoush . first because it was  exciting to say it out loud for the first time in my life . and it was  delicious . i have not had a  babaghanoush like that  since .  bernie2020 .,1235921480518524935,excitement,Fri Mar 06 13:33:37 +0000 2020
Year 7 have the first basketball match today against Glenthorne !,1235917134099877890,excitement,Fri Mar 06 13:16:21 +0000 2020
Watch this space ... 😁😜🦌,1235911740690489344,excitement,Fri Mar 06 12:54:55 +0000 2020
The gap between Greyhound Racing in the UK  amp ; Australia potentially became a little smaller today . BIG news in the offing with plenty of opportunities for owners and breeders on both sides of the world . More to follow in due course . 🇬🇧🇦🇺,1235910716718297088,excitement,Fri Mar 06 12:50:51 +0000 2020
Very much looking forward to joining West Sussex CC on Monday as Interim Director of HR and Organisational Change .  exciting and  challenging .,1235907588446961664,excitement,Fri Mar 06 12:38:25 +0000 2020
At the ⁦⁩ awards with the ⁦⁩ crew ! we are nommed for three awards,1235903534467596289,excitement,Fri Mar 06 12:22:19 +0000 2020
This is so  exciting  netballfamily working as one,1235901541699252224,excitement,Fri Mar 06 12:14:24 +0000 2020
"Looking forward to meeting up with the one and only today , always a pleasure and especially this time as I get to see up close and personal .",1235897425514151936,excitement,Fri Mar 06 11:58:02 +0000 2020
Had my first lesson of Japanese tonight . Trying to get some of the lingo down before my trip in sept .,1235893509674033152,excitement,Fri Mar 06 11:42:29 +0000 2020
"I also have more picturesque imagery like photos like my pics from Lanse , Lund , and Eagle River .",1235891343592996866,excitement,Fri Mar 06 11:33:52 +0000 2020
"BTW , do not forget to check out my  exciting photography !",1235888722077462529,excitement,Fri Mar 06 11:23:27 +0000 2020
The shortlisted  LBOY2020 books will be revealed on Tuesday ! We are always delighted to be part of this book award chosen by young people from schools across the county !,1235887771593605121,excitement,Fri Mar 06 11:19:41 +0000 2020
Managed to get tickets  amp ; off to see this weekend in Poland,1235874617312661504,excitement,Fri Mar 06 10:27:24 +0000 2020
