_unit_id,_created_at,_updated_at,tweet_emotion,tweet_id,tweet_text,what_is_the_authors_sentiment_feeling_in_this_text_or_what_emotion_does_this_text_convey_gold,what_is_the_authors_sentiment_feeling_in_this_text_or_what_emotion_does_this_text_convey_gold_reason
2687400308,3/14/2020 13:36:06,3/14/2020 15:20:37,fear,1236487604004143105," I learned that courage was not the absence of fear , but the triumph over it . The brave man is not he who does not feel afraid , but he who conquers that fear .  Nelson Mandela quotes  fear  triumph success",,
2687400309,3/14/2020 13:36:06,3/14/2020 15:53:28,fear,1236541783590547456, Permission to  fail is the concept that I developed and believed for long now because I think it is more effective way towards success . One has to let go of  fear of being a  failure in order to become  successful . Failure is a step closer to success .,,
2687400310,3/14/2020 13:36:06,3/14/2020 14:48:28,fear,1236693837227188227,Dreaded Tales : A Short  Horror Story Collection  paranormal 👻  psychological  fear 😱  slasher 🔪  zombies 🧟‍♂️🧟‍♀️  superna…,,
2687400311,3/14/2020 13:36:06,3/14/2020 14:56:47,fear,1236679720307175426,The Latest : Mideast stock markets sharply drop on  virus  fear  Mar 8  11:44 AM ET,,
2687400312,3/14/2020 13:36:06,3/14/2020 15:53:28,fear,1236633900916584450,"“ What I came to realize is that fear , that is the worst of it . that is the real enemy . So , get up , get out in the real world and you kick that bastard as hard you can right in the teeth. ”  Walter White .",,
2687400313,3/14/2020 13:36:06,3/14/2020 15:50:42,fear,1236456308938686464," Australia  amp ;  USA .. unhealthy selfish societies ⤵️ Ugly  hate  amp ;  Fear from  media , Governments  amp ; here we are .  auspol…",,
2687400314,3/14/2020 13:36:06,3/14/2020 15:23:27,fear,1236652580928925696," COVID19 will not kill us , but",,
2687400315,3/14/2020 13:36:06,3/14/2020 15:23:15,fear,1236724941212585985,"📣 New Podcast !  Q  amp ; A  8  Curveball Efficiency , Should You Do Driveline , Velo Reads on a Budget  More  on",,
2687400316,3/14/2020 13:36:06,3/14/2020 15:20:57,fear,1236684116571099138, fear is fucked up !  spirit is REAL,,
2687400317,3/14/2020 13:36:06,3/14/2020 15:52:00,fear,1236674725826506752,"Okay . Normal . Living with most Welcome to my world ,",,
2687400318,3/14/2020 13:36:06,3/14/2020 14:21:52,happy,1236018521836052480,Fridaycuckoo mood .,,
2687400319,3/14/2020 13:36:06,3/14/2020 15:05:42,happy,1237062388651827200,Major throwback ... missing those days .  peace  love  life  nature  happiness  photography  meditation  art  joy  instagood  happy  god  faith  music  hope  instagram  travel  yoga  freedom  motivation  inspiration…,,
2687400320,3/14/2020 13:36:06,3/14/2020 15:50:43,happy,1238578982926405632,Smaller churches face bigger problems .  Image credit : Saul LoebAFP via Getty Images ,,
2687400321,3/14/2020 13:36:06,3/14/2020 15:29:58,happy,1235171802869006337,let us keep it pushing,,
2687400322,3/14/2020 13:36:06,3/14/2020 15:05:42,happy,1236755483991605249,"A true friend stay forever beyond words , distance , time .  love  royal  unconditional  joy  happiness  nature  travel  twitt…",,
2687400323,3/14/2020 13:36:06,3/14/2020 15:17:58,happy,1235921043145060353,Just a Happy doggy and an open field ❤️,,
2687400324,3/14/2020 13:36:06,3/14/2020 15:49:26,happy,1234144985051729921,Good night 🌃,,
2687400325,3/14/2020 13:36:06,3/14/2020 14:53:17,happy,1238543908914835456,Thought of the day  good thought,,
2687400326,3/14/2020 13:36:06,3/14/2020 14:21:29,happy,1236997812895789058,Gm folks  blessings  love  blessed  god  faith  peace  life  happiness  grateful  family  gratitude  jesus  motivation  thankful  happy  prayer  joy  inspiration  positivevibes  happynewyear  godisgood  pray…,,
2687400327,3/14/2020 13:36:06,3/14/2020 15:49:26,happy,1236218728892809221,Very nice presentation last nite Fola with Herlin Riley ’ s cousin Mister James Andrews the brother of “ …,,
2687400328,3/14/2020 13:36:06,3/14/2020 15:20:37,happy,1238555598024736776," peter  mccormack ,  host of  “ what  bitcoin  did , ”  discusses what makes a",,
2687400329,3/14/2020 13:36:06,3/14/2020 15:30:04,happy,1234066435531395073,"La multi ani de  martisor 💐Sa aveti o primavara minunata ! Happy  springtime 🦋 In Romania we celebrate the beginning of  springtime today , when the nature blossoms it is",,
2687400330,3/14/2020 13:36:06,3/14/2020 15:29:58,happy,1235233874059440128,CLINK ! Connect with people with similar journeys as you ! Join our support group ! Log into Facebook  Facebook,,
2687400331,3/14/2020 13:36:06,3/14/2020 14:21:29,happy,1235656859106693120, HappyFillTheBlank : Is it a person ? A song ? A place ?,,
2687400332,3/14/2020 13:36:06,3/14/2020 14:48:28,happy,1234516446350200832,the latest podcast – the latest blog post –,,
2687400333,3/14/2020 13:36:06,3/14/2020 15:20:57,happy,1234848344092168194,Whoever thinks they can talk you into any mind games is in for a surprise . They will be disappointed ... speak honestly  amp ; openly !,,
2687400334,3/14/2020 13:36:06,3/14/2020 15:17:58,happy,1234716317875179523,"“ We travel not to escape life , but for life not to escape us ”     we  travel  traveling  traveler  travelholic  travelgram  success  happy  beautiful  happiness  fun  love  care  share  joy  december  laugh…",,
2687400335,3/14/2020 13:36:06,3/14/2020 16:49:13,happy,1236965791628656645,Daily  affirmations  inspiration  motivation  open  awareness  beauty  joy  illuminate  experience  life  light  newthought  kindness  love  peace  grateful  happy ❤️☮️🙏😊✌️❤️,,
2687400336,3/14/2020 13:36:06,3/14/2020 15:52:00,happy,1238534837264420865,it is 7th Anniversary . Thank you for all your Love and Support One Place a Better YOU ! call 781.321.2000,,
2687400337,3/14/2020 13:36:06,3/14/2020 15:30:04,happy,1236769941501677570,Happy Women Day ! My favorite woman in the word ❤️  girlpower  womensday  happy  live  love  thankful  gratefulheart  greatfulforlife  girlsareawesome  fun  joy  everydayisagift  majaarnold ❤️,,
2687400338,3/14/2020 13:36:06,3/14/2020 15:49:26,anger,1235658885861699585, Almost everyone who suffers from addiction has trauma in their past and struggles with how to process the pain from those events  . Struggling to navigate feelings of  anger are common in  addiction  recovery . ,,
2687400339,3/14/2020 13:36:06,3/14/2020 15:20:57,anger,1236328306741587968, Aggression in  children requires early intervention . Here are some tips to help you and your child learn how to deal with  anger😡 .,,
2687400340,3/14/2020 13:36:06,3/14/2020 15:50:14,anger,1235629946036355072,"When unexpected events disrupt what we expect to occur , we get angry . what is the  anger all about ?",,
2687400341,3/14/2020 13:36:06,3/14/2020 15:23:27,anger,1236543315186577409,lia me no like you because I say you ignore me but you make tweet and you think you happy but me no happy grrrr,,
2687400342,3/14/2020 13:36:06,3/14/2020 15:20:57,anger,1236246912321433600,What Makes You Lose Your Temper ?,,
2687400343,3/14/2020 13:36:06,3/14/2020 15:56:17,anger,1236647114526142466,"When you find yourself in the middle of  hardship , overwhelmed with  fear ,  anger ,  sorrow , or any other  painful  emotions , there is always a way out . Here are ten  HelpfulTips on getting through tough times in life :",,
2687400344,3/14/2020 13:36:06,3/14/2020 15:50:14,anger,1236732137174372352,"Keeping a cool head in trying situations , especially within the home and the workplace is key to a harmonious life filled with kindness . But just how do you go about it ? Try this solution , free ",,
2687400345,3/14/2020 13:36:06,3/14/2020 15:23:27,anger,1236557517918031872,Here s an article with the one simple tip to let go of  anger and  frustration and how to pull yourself out of depression ...,,
2687400346,3/14/2020 13:36:06,3/14/2020 15:56:17,anger,1236295283304271874,"I am ANGRY ! I am OUTRAGED ! Not really . I am actually in a good mood , but expressing rage seems to be popular on Twitter , so here is a drawing of of some rage .",,
2687400347,3/14/2020 13:36:06,3/14/2020 14:51:46,anger,1235380724091543552,"Anger Management Expert , Educator , Researcher , Mediator , Entrepreneur , and Talk Show Host Dr. Vicki D. Coleman on The Cure Radio Show with Aimee Cabo , this Sat March 7 , 1 PM est .",,
2687400348,3/14/2020 13:36:06,3/14/2020 15:20:37,anger,1236903811253297152,I want to kill you and destroy you . I want you died and I want Flint back .,,
2687400349,3/14/2020 13:36:06,3/14/2020 14:55:28,anger,1236668517103042562,Keep your insights but turn the volume up or down on your delivery . that is how you meet people where they are .,,
2687400350,3/14/2020 13:36:06,3/14/2020 15:20:37,anger,1236555828989177858,Cool Down Strategies for Kids help kids  cope with,,
2687400351,3/14/2020 13:36:06,3/14/2020 15:05:42,anger,1235639367823020032,"When we are angry we can turn that anger inward . Bad things then happen . Things like addictions , eating disorders , saying hurtful things to ourselves and others . An excellent article by my friend , psychotherapist Esther :",,
2687400352,3/14/2020 13:36:06,3/14/2020 14:54:48,anger,1237065674771632128,When you laugh you destroy all those feelings of  anger in  SevenDeadlySins . That is why I run  GiggleboxL to help with nasty feelings that lurk in our souls,,
2687400353,3/14/2020 13:36:06,3/14/2020 15:17:58,anger,1236287205024251904,"I wanted to write  Case Aapke Baba Ladenge  . But in the expression of  Anger  I wrote ,  Case Tumhara Baap Ladega  .",,
2687400354,3/14/2020 13:36:06,3/14/2020 15:56:17,anger,1235728744658219009,Kottonmouth Kings  Peace Not Greed via I got to say I threw away a sweatshirt  I may have fallen off ? prettymuch  trans too many labels for me to keep with I still have the megaphone 📣vibe  anger is  power but I can not yell all the time .,,
2687400355,3/14/2020 13:36:06,3/14/2020 15:30:04,anger,1235974789304590338,Tip of the day : Meditation is one of the best tools for  anger management,,
2687400356,3/14/2020 13:36:06,3/14/2020 15:05:42,anger,1235778432715366400,Why is everyone so angry and anxious ?,,
2687400357,3/14/2020 13:36:06,3/14/2020 14:54:48,anger,1235596591106580481,there is a middle road between stuffing your emotions and letting frustration get to you : Calibrate !,,
2687400358,3/14/2020 13:36:06,3/14/2020 15:52:00,excitement,1237257707469582336, exciting new photos just added ! ! ! !,,
2687400359,3/14/2020 13:36:06,3/14/2020 15:17:58,excitement,1236495629179912192,New  exciting photos just added ! !,,
2687400360,3/14/2020 13:36:06,3/14/2020 15:53:28,excitement,1236715757729275904,The 3 basic levels of excitment to reading Hegel are thus :  13 : Hegel is  exciting when the first level of clarity begins where the ordinary words on the page begin making sense and you are not experiencing the pure unmitigated frustration of negation .,,
2687400361,3/14/2020 13:36:06,3/14/2020 15:56:17,excitement,1236925821241012224,I can not wait till  BigShow next school year because volunteering for Big Bash was cool but I can only imagine the hype of enjoying the crowd,,
2687400362,3/14/2020 13:36:06,3/14/2020 15:30:04,excitement,1237204822018818048,A new post from first Twitter .,,
2687400363,3/14/2020 13:36:06,3/14/2020 16:49:13,excitement,1236080451468615683,Play Mega888 ? Like and share to claim your bonus here with ! A real pickup for you !,,
2687400364,3/14/2020 13:36:06,3/14/2020 14:53:17,excitement,1235996553199771649,What on earth do we have planned at next week ? ?,,
2687400365,3/14/2020 13:36:06,3/14/2020 15:29:58,excitement,1236913475894407173,"It was an  amazing ,  exciting  amp ;  awesome  conference this year we had  nullcon2020 , met a lot amount friends  amp ; colleagues ⁦⁩ ⁦⁩ ⁦⁩ ⁦⁩ ⁦⁩ ⁦  mitkat was fun to interact",,
2687400366,3/14/2020 13:36:06,3/14/2020 15:52:38,excitement,1235957839916601347, cruftsscreen Waiting for the Flyball,,
2687400367,3/14/2020 13:36:06,3/14/2020 15:56:17,excitement,1236469600029749248,Play Kiss918  amp ; SCR888 With ? Like and share to claim your bonus here with ! Look for more exciting different casino games ?,,
2687400368,3/14/2020 13:36:06,3/14/2020 14:53:17,excitement,1235888722077462529,"BTW , do not forget to check out my  exciting photography !",,
2687400369,3/14/2020 13:36:06,3/14/2020 14:53:17,excitement,1237060586229374976,We have a countdown on the locked option on modern warfare . 😬,,
2687400370,3/14/2020 13:36:06,3/14/2020 15:52:02,excitement,1236375037512421376,Tonight at 9 on Facebook !,,
2687400371,3/14/2020 13:36:06,3/14/2020 16:49:13,excitement,1236083454531510272,Yay ! I am so happy for ! Watching him on  belowdeckmed made me feel like a,,
2687400372,3/14/2020 13:36:06,3/14/2020 14:48:28,excitement,1236685235779231745,Play 918KISS  amp ; XE88 With ? Like and share to claim your bonus here with ! Check it out !,,
2687400373,3/14/2020 13:36:06,3/14/2020 15:29:58,excitement,1236188766018007042, exciting ! Looking forward to watch our legendary cricketers in action .,,
2687400374,3/14/2020 13:36:06,3/14/2020 15:20:37,excitement,1237260919111114752,"Our first session completed ✔️as we journey as a ‘ Research School ’ . Time to engage in Professional Dialogue , time to stop , ✋🏻 discuss  amp ; reflect within our own schools too  amp ; map our journey forward",,
2687400375,3/14/2020 13:36:06,3/14/2020 15:50:43,excitement,1236800018377572353, subscribe to our  weekly  newsletter  amp ;  FindYourRoute  InsideOasis this week ; SINGLES  amp ; COUPLES welcome .  exciting  events  amp ; great  articles from our sexpositive  community  amp ; beyond .,,
2687400376,3/14/2020 13:36:06,3/14/2020 15:17:58,excitement,1236211664124547073,Play Mega888 ? Like and share to claim your bonus here with ! Check it out !,,
2687400377,3/14/2020 13:36:06,3/14/2020 15:20:57,excitement,1237313373890588672,101 Followers ! Thanks  XDB army ! To the 200 we go !,,
2687400378,3/14/2020 13:36:06,3/14/2020 14:56:47,pleasant,1238053655598657537,sorry,,
2687400379,3/14/2020 13:36:06,3/14/2020 15:49:26,pleasant,1236787609168379904,"Amazing season  sugarracers ! State runners up . No tryouts , no club fees , no cuts , no pickups . Just a bunch of close friends who love to play ball together .",,
2687400380,3/14/2020 13:36:06,3/14/2020 15:29:58,pleasant,1236741265280110592,"Do NOT sleep on the Singapore Mei Fun at Chico and Chang . Iowneen know what else is on the menu cuz this my jam and I am a real one  loyal Side of chili oil of course . When folks say ,  do not eat your feeljngs ,  I…",,
2687400381,3/14/2020 13:36:06,3/14/2020 14:50:07,pleasant,1236977207400189952,I am going to support who ever wins the nomination . My candidate dropped out and another one prior and those are the only two I would ever be  loyal as people now my loyalty is,,
2687400382,3/14/2020 13:36:06,3/14/2020 15:53:28,pleasant,1237167699790303233,is that time yet ?  humble  loyal  DM me bro chk the references MA 🙃🥺 IG : FKkSleep1  youngmoney  vanguard  401k  rothIRA  connected 💪🏼😏🤗✈️👑😇👽 🙏🏽,,
2687400383,3/14/2020 13:36:06,3/14/2020 15:52:00,pleasant,1237900189945356288,And how !,,
2687400384,3/14/2020 13:36:06,3/14/2020 16:19:05,pleasant,1237589699071365121,"A wonderful good morning to all  respectful and  loyal fans and hope , you had a wonderful Tuesday . Have a fantastic midweek and take care . Martina from Germany",,
2687400385,3/14/2020 13:36:06,3/14/2020 15:50:43,pleasant,1237699971358396416, mulanmovie is finally on Bluray ! for you to enjoy now . available on,,
2687400386,3/14/2020 13:36:06,3/14/2020 14:21:29,pleasant,1237091073723445248,alr saw it on insta 😊,,
2687400387,3/14/2020 13:36:06,3/14/2020 15:04:11,pleasant,1236707649942704129,"Happy International Women ’ s Day to all the strong , beautiful , talented women out there ! Stay amazing ! 💕 . . . . . A little bliss in every bite . . . . .  strong  confident  loyal  brave  beautiful  intelligent…",,
2687400388,3/14/2020 13:36:06,3/14/2020 15:52:02,pleasant,1237054347613102080,Yesterday morning my phone was not working and I had to go get my hair done . So I left my phone with my boyfriend and I took his phone . We had each other phones for a good 8 hours .,,
2687400389,3/14/2020 13:36:06,3/14/2020 15:53:28,pleasant,1236983448067346432,One satisfied customer 👍 Give us a call and see what we can do for your business ☎️,,
2687400390,3/14/2020 13:36:06,3/14/2020 14:53:17,pleasant,1238055757616013312,Girls  amp ; Boys send over all the shaved unbearded guys to learn The Smasru Way and we will school them into Men . Your beard is your one  amp ; only loyal wingman .,,
2687400391,3/14/2020 13:36:06,3/14/2020 15:52:02,pleasant,1237755940738392065,"We have a dedicated group of professionals that are waiting to care for you and your dental needs . Dental Group of South Florida 📍101 Westward Drive , Miami Springs , Florida 33166 . 📞  305  8851357 💻",,
2687400392,3/14/2020 13:36:06,3/14/2020 15:52:00,pleasant,1238066379565096962,my gallery :,,
2687400393,3/14/2020 13:36:06,3/14/2020 15:50:14,pleasant,1237873119659880448,"Real ass chicks on some real ass shyt , taking real ass trips making real big flips 🤑🤑 imjustaundrea  thesarahblack  friends  loyalty  loyal  countrygirl  Montego Bay , Jamaica",,
2687400394,3/14/2020 13:36:06,3/14/2020 14:48:28,pleasant,1237279454986027008,Have you heard ‘ Loyal  Dear Heavenly Father  ’ by on,,
2687400395,3/14/2020 13:36:06,3/14/2020 15:30:04,pleasant,1236716960684994560,Celebrate  women every day . Eliminate discrimination . Full and equitable participation for women .,,
2687400396,3/14/2020 13:36:06,3/14/2020 15:23:27,pleasant,1236788590933356549,Remembering the most important women in my life . 💛♀️💛  InternationalWomensDay  Mother  Grandmother  pavedtheway  strong  nu…,,
2687400397,3/14/2020 13:36:06,3/14/2020 15:50:43,pleasant,1237586924073652225,Shop the  floral  summer  dress  for your  baby  girl from  Fashion  Playground ! This dress will not only provide a  stylish  look but also keep your tot  comfortable ! Also available in  pink .,,
2687400398,3/14/2020 13:36:06,3/14/2020 13:36:06,surprise,1237345665862295552,Check out our website to see some of the fabulous garage doors we have . Give us a call to talk through all your needs with one of our specialist sales people on 0800 404 8011 .,,
2687400399,3/14/2020 13:36:06,3/14/2020 13:36:06,surprise,1237337733560926209,"I am yours , baby ...",,
2687400400,3/14/2020 13:36:06,3/14/2020 13:36:06,surprise,1237280495328690176, life  getoutside  amazing Muslim Womens High Waist Long Jeans Skirts,,
2687400401,3/14/2020 13:36:06,3/14/2020 13:36:06,surprise,1237354677949222919,Try this 👇 ! Happy Holi !,,
2687400402,3/14/2020 13:36:06,3/14/2020 13:36:06,surprise,1237322695710212096,Out of book ideas ? Start making your list with CANOPLES INVESTIGATIONS by,,
2687400403,3/14/2020 13:36:06,3/14/2020 13:36:06,surprise,1237220483096932352,Refreshing colourful delight 😍 Healthier alternative to mainstream cake 🎂,,
2687400404,3/14/2020 13:36:06,3/14/2020 13:36:06,surprise,1237266328949424128,27 AMAZING TRAVEL PHOTOS THAT WILL INFECT YOU WITH THE TRAVEL BUG  amazing  travel  photos  t…,,
2687400405,3/14/2020 13:36:06,3/14/2020 14:09:51,surprise,1237336515589496832,"We at are best known for our  amazing quality of carpets and wide , trendy range of  fabrics , designs , colors and  patterns of carpets . Call Now : 0566009626 , Email : info.ae Or visit :",,
2687400406,3/14/2020 13:36:06,3/14/2020 14:03:23,surprise,1237366867582423045, amazing  instamood Women s Elegant Square Cut Engagement Rings,,
2687400407,3/14/2020 13:36:06,3/14/2020 13:36:06,surprise,1237322641842847744,Hi ! Another part of animation . Would you play ?,,
2687400408,3/14/2020 13:36:06,3/14/2020 13:36:06,surprise,1237293969219952640, amazing  sports Set Ultralight Adjustable Walking Stick,,
2687400409,3/14/2020 13:36:06,3/14/2020 14:08:55,surprise,1237368216021651461,"Wish You all a Wonderful , Colorful and Musicful Holi With Super Duper Hit Song.📢📢🎶 Loca : YO YO HONEY SINGH",,
2687400410,3/14/2020 13:36:06,3/14/2020 13:36:06,surprise,1237362130359406597,Keith Jarrett 🌻🎶🎵 Be My Love 🎶🌸🌹  9Marzo  Music  Piano  Jazz  amazing 🌼,,
2687400411,3/14/2020 13:36:06,3/14/2020 13:36:06,surprise,1237311906223972357,VEGAN BURGER 🍔🐔  amazing  notavegan KFC IS NEEDED IN AMERSHAM ! !,,
2687400412,3/14/2020 13:36:06,3/14/2020 13:36:06,surprise,1237331245882675200,Some of the  amazing  comments   feedback for my naughty acquaintances  TheBruvs   thanks to all who support  indie  Brit…,,
2687400413,3/14/2020 13:36:06,3/14/2020 14:09:11,surprise,1237241875578396673,Learn more at :,,
2687400414,3/14/2020 13:36:06,3/14/2020 14:09:44,surprise,1237283674569113600,"let us dive into colours and make are lives colourful , wishing you all a very happy holi , may you all have a colourful life ahead . Photograph by",,
2687400415,3/14/2020 13:36:06,3/14/2020 14:08:33,surprise,1237345466511171584,Art for the Eyes !,,
2687400416,3/14/2020 13:36:06,3/14/2020 14:08:44,surprise,1237273993381588992,Art for the Home !,,
2687400417,3/14/2020 13:36:06,3/14/2020 13:36:06,surprise,1237361952671895552,DOOM Eternal  SAVE 37  on PC,,
2687564722,3/14/2020 14:03:23,3/18/2020 16:15:42,surprise,1237366867582423045, amazing  instamood Women s Elegant Square Cut Engagement Rings,"1
2
3
4
5
6",""
2687566078,3/14/2020 14:08:33,3/18/2020 16:15:42,surprise,1237345466511171584,Art for the Eyes !,"1
2
3
4
5
6",""
2687566136,3/14/2020 14:08:44,3/18/2020 16:15:43,surprise,1237273993381588992,Art for the Home !,"1
2
3
4
5
6",""
2687566315,3/14/2020 14:08:55,3/18/2020 16:15:44,surprise,1237368216021651461,"Wish You all a Wonderful , Colorful and Musicful Holi With Super Duper Hit Song.📢📢🎶 Loca : YO YO HONEY SINGH","1
2
3
4
5
6",""
2687566382,3/14/2020 14:09:11,3/18/2020 16:15:47,surprise,1237241875578396673,Learn more at :,"1
2
3
4
5
6",""
2687566407,3/14/2020 14:09:24,3/18/2020 16:15:48,pleasant,1237091073723445248,alr saw it on insta 😊,"1
2
3
4
5
6",""
2687566445,3/14/2020 14:09:35,3/18/2020 16:15:51,pleasant,1237755940738392065,"We have a dedicated group of professionals that are waiting to care for you and your dental needs . Dental Group of South Florida 📍101 Westward Drive , Miami Springs , Florida 33166 . 📞  305  8851357 💻","1
2
3
4
5
6",""
2687566476,3/14/2020 14:09:44,3/14/2020 14:10:55,surprise,1237283674569113600,"let us dive into colours and make are lives colourful , wishing you all a very happy holi , may you all have a colourful life ahead . Photograph by","1
2
3
4
5
6",""
2687566504,3/14/2020 14:09:51,3/14/2020 14:10:58,surprise,1237336515589496832,"We at are best known for our  amazing quality of carpets and wide , trendy range of  fabrics , designs , colors and  patterns of carpets . Call Now : 0566009626 , Email : info.ae Or visit :","1
2
3
4
5
6",""
2687567440,3/14/2020 14:17:17,3/14/2020 14:17:27,happy,1236769941501677570,Happy Women Day ! My favorite woman in the word ❤️  girlpower  womensday  happy  live  love  thankful  gratefulheart  greatfulforlife  girlsareawesome  fun  joy  everydayisagift  majaarnold ❤️,1,""
