_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,what_is_the_authors_sentiment_feeling_in_this_text_or_what_emotion_does_this_text_convey,what_is_the_authors_sentiment_feeling_in_this_text_or_what_emotion_does_this_text_convey:confidence,tweet_emotion,tweet_id,tweet_text,what_is_the_authors_sentiment_feeling_in_this_text_or_what_emotion_does_this_text_convey_gold
2687400331,false,finalized,5,3/14/2020 14:21:19,3,0.6,happy,1235656859106693120, HappyFillTheBlank : Is it a person ? A song ? A place ?,
2687400332,false,finalized,5,3/14/2020 14:48:18,6,0.8,happy,1234516446350200832,the latest podcast – the latest blog post –,
2687400333,false,finalized,5,3/14/2020 15:20:47,3,0.6,happy,1234848344092168194,Whoever thinks they can talk you into any mind games is in for a surprise . They will be disappointed ... speak honestly  amp ; openly !,
2687400334,false,finalized,5,3/14/2020 15:17:48,1,0.4,happy,1234716317875179523,"“ We travel not to escape life , but for life not to escape us ”     we  travel  traveling  traveler  travelholic  travelgram  success  happy  beautiful  happiness  fun  love  care  share  joy  december  laugh…",
2687400335,false,finalized,5,3/14/2020 16:49:03,1,0.8,happy,1236965791628656645,Daily  affirmations  inspiration  motivation  open  awareness  beauty  joy  illuminate  experience  life  light  newthought  kindness  love  peace  grateful  happy ❤️☮️🙏😊✌️❤️,
2687400336,false,finalized,5,3/14/2020 15:51:50,1,0.75,happy,1238534837264420865,it is 7th Anniversary . Thank you for all your Love and Support One Place a Better YOU ! call 781.321.2000,
2687400337,false,finalized,5,3/14/2020 15:29:54,1,0.8,happy,1236769941501677570,Happy Women Day ! My favorite woman in the word ❤️  girlpower  womensday  happy  live  love  thankful  gratefulheart  greatfulforlife  girlsareawesome  fun  joy  everydayisagift  majaarnold ❤️,
2687400338,false,finalized,5,3/14/2020 15:49:15,4,0.8,anger,1235658885861699585, Almost everyone who suffers from addiction has trauma in their past and struggles with how to process the pain from those events  . Struggling to navigate feelings of  anger are common in  addiction  recovery . ,
2687400339,false,finalized,5,3/14/2020 15:20:47,4,1.0,anger,1236328306741587968, Aggression in  children requires early intervention . Here are some tips to help you and your child learn how to deal with  anger😡 .,
2687400340,false,finalized,5,3/14/2020 15:50:04,4,0.8,anger,1235629946036355072,"When unexpected events disrupt what we expect to occur , we get angry . what is the  anger all about ?",
2687400341,false,finalized,5,3/14/2020 15:23:17,4,1.0,anger,1236543315186577409,lia me no like you because I say you ignore me but you make tweet and you think you happy but me no happy grrrr,
2687400342,false,finalized,5,3/14/2020 15:20:47,4,0.8,anger,1236246912321433600,What Makes You Lose Your Temper ?,
2687400343,false,finalized,5,3/14/2020 15:56:06,4,0.4,anger,1236647114526142466,"When you find yourself in the middle of  hardship , overwhelmed with  fear ,  anger ,  sorrow , or any other  painful  emotions , there is always a way out . Here are ten  HelpfulTips on getting through tough times in life :",
2687400344,false,finalized,5,3/14/2020 15:50:04,2,0.6,anger,1236732137174372352,"Keeping a cool head in trying situations , especially within the home and the workplace is key to a harmonious life filled with kindness . But just how do you go about it ? Try this solution , free ",
2687400345,false,finalized,5,3/14/2020 15:23:17,4,0.6,anger,1236557517918031872,Here s an article with the one simple tip to let go of  anger and  frustration and how to pull yourself out of depression ...,
2687400346,false,finalized,5,3/14/2020 15:56:06,4,0.6,anger,1236295283304271874,"I am ANGRY ! I am OUTRAGED ! Not really . I am actually in a good mood , but expressing rage seems to be popular on Twitter , so here is a drawing of of some rage .",
2687400347,false,finalized,5,3/14/2020 14:51:35,4,0.8,anger,1235380724091543552,"Anger Management Expert , Educator , Researcher , Mediator , Entrepreneur , and Talk Show Host Dr. Vicki D. Coleman on The Cure Radio Show with Aimee Cabo , this Sat March 7 , 1 PM est .",
2687400348,false,finalized,5,3/14/2020 15:20:26,4,1.0,anger,1236903811253297152,I want to kill you and destroy you . I want you died and I want Flint back .,
2687400349,false,finalized,5,3/14/2020 14:55:18,2,0.6,anger,1236668517103042562,Keep your insights but turn the volume up or down on your delivery . that is how you meet people where they are .,
2687400350,false,finalized,5,3/14/2020 15:20:26,2,0.8,anger,1236555828989177858,Cool Down Strategies for Kids help kids  cope with,
2687400351,false,finalized,5,3/14/2020 15:05:32,4,1.0,anger,1235639367823020032,"When we are angry we can turn that anger inward . Bad things then happen . Things like addictions , eating disorders , saying hurtful things to ourselves and others . An excellent article by my friend , psychotherapist Esther :",
2687400352,false,finalized,5,3/14/2020 14:54:38,2,0.4,anger,1237065674771632128,When you laugh you destroy all those feelings of  anger in  SevenDeadlySins . That is why I run  GiggleboxL to help with nasty feelings that lurk in our souls,
2687400353,false,finalized,5,3/14/2020 15:17:48,4,0.6,anger,1236287205024251904,"I wanted to write  Case Aapke Baba Ladenge  . But in the expression of  Anger  I wrote ,  Case Tumhara Baap Ladega  .",
2687400354,false,finalized,5,3/14/2020 15:56:06,4,1.0,anger,1235728744658219009,Kottonmouth Kings  Peace Not Greed via I got to say I threw away a sweatshirt  I may have fallen off ? prettymuch  trans too many labels for me to keep with I still have the megaphone 📣vibe  anger is  power but I can not yell all the time .,
2687400355,false,finalized,5,3/14/2020 15:29:54,2,0.6,anger,1235974789304590338,Tip of the day : Meditation is one of the best tools for  anger management,
2687400356,false,finalized,5,3/14/2020 15:05:32,4,0.8,anger,1235778432715366400,Why is everyone so angry and anxious ?,
2687400357,false,finalized,5,3/14/2020 14:54:38,6,0.6,anger,1235596591106580481,there is a middle road between stuffing your emotions and letting frustration get to you : Calibrate !,
2687400358,false,finalized,5,3/14/2020 15:51:50,2,0.75,excitement,1237257707469582336, exciting new photos just added ! ! ! !,
2687400359,false,finalized,5,3/14/2020 15:17:48,1,0.6,excitement,1236495629179912192,New  exciting photos just added ! !,
2687400360,false,finalized,5,3/14/2020 15:53:17,6,0.6,excitement,1236715757729275904,The 3 basic levels of excitment to reading Hegel are thus :  13 : Hegel is  exciting when the first level of clarity begins where the ordinary words on the page begin making sense and you are not experiencing the pure unmitigated frustration of negation .,
2687400361,false,finalized,5,3/14/2020 15:56:06,6,0.6,excitement,1236925821241012224,I can not wait till  BigShow next school year because volunteering for Big Bash was cool but I can only imagine the hype of enjoying the crowd,
2687400362,false,finalized,5,3/14/2020 15:29:54,3,0.6,excitement,1237204822018818048,A new post from first Twitter .,
2687400363,false,finalized,5,3/14/2020 16:49:03,2,0.6,excitement,1236080451468615683,Play Mega888 ? Like and share to claim your bonus here with ! A real pickup for you !,
2687400364,false,finalized,5,3/14/2020 14:53:07,6,0.4,excitement,1235996553199771649,What on earth do we have planned at next week ? ?,
2687400365,false,finalized,5,3/14/2020 15:29:47,1,0.6,excitement,1236913475894407173,"It was an  amazing ,  exciting  amp ;  awesome  conference this year we had  nullcon2020 , met a lot amount friends  amp ; colleagues ⁦⁩ ⁦⁩ ⁦⁩ ⁦⁩ ⁦⁩ ⁦  mitkat was fun to interact",
2687400366,false,finalized,5,3/14/2020 15:52:28,2,0.6,excitement,1235957839916601347, cruftsscreen Waiting for the Flyball,
2687400367,false,finalized,5,3/14/2020 15:56:06,2,0.4,excitement,1236469600029749248,Play Kiss918  amp ; SCR888 With ? Like and share to claim your bonus here with ! Look for more exciting different casino games ?,
2687400368,false,finalized,5,3/14/2020 14:53:07,6,0.6,excitement,1235888722077462529,"BTW , do not forget to check out my  exciting photography !",
2687400369,false,finalized,5,3/14/2020 14:53:07,5,0.4,excitement,1237060586229374976,We have a countdown on the locked option on modern warfare . 😬,
2687400370,false,finalized,5,3/14/2020 15:51:52,3,0.4,excitement,1236375037512421376,Tonight at 9 on Facebook !,
2687400371,false,finalized,5,3/14/2020 16:49:02,1,1.0,excitement,1236083454531510272,Yay ! I am so happy for ! Watching him on  belowdeckmed made me feel like a,
2687400372,false,finalized,5,3/14/2020 14:48:18,2,0.6,excitement,1236685235779231745,Play 918KISS  amp ; XE88 With ? Like and share to claim your bonus here with ! Check it out !,
2687400373,false,finalized,5,3/14/2020 15:29:47,1,0.6,excitement,1236188766018007042, exciting ! Looking forward to watch our legendary cricketers in action .,
2687400374,false,finalized,5,3/14/2020 15:20:26,2,0.6,excitement,1237260919111114752,"Our first session completed ✔️as we journey as a ‘ Research School ’ . Time to engage in Professional Dialogue , time to stop , ✋🏻 discuss  amp ; reflect within our own schools too  amp ; map our journey forward",
2687400375,false,finalized,5,3/14/2020 15:50:32,6,0.4,excitement,1236800018377572353, subscribe to our  weekly  newsletter  amp ;  FindYourRoute  InsideOasis this week ; SINGLES  amp ; COUPLES welcome .  exciting  events  amp ; great  articles from our sexpositive  community  amp ; beyond .,
2687400376,false,finalized,5,3/14/2020 15:17:48,6,0.4,excitement,1236211664124547073,Play Mega888 ? Like and share to claim your bonus here with ! Check it out !,
2687400377,false,finalized,5,3/14/2020 15:20:47,1,0.6,excitement,1237313373890588672,101 Followers ! Thanks  XDB army ! To the 200 we go !,
2687400378,false,finalized,5,3/14/2020 14:56:37,5,0.4,pleasant,1238053655598657537,sorry,
2687400379,false,finalized,5,3/14/2020 15:49:15,3,0.4,pleasant,1236787609168379904,"Amazing season  sugarracers ! State runners up . No tryouts , no club fees , no cuts , no pickups . Just a bunch of close friends who love to play ball together .",
2687400380,false,finalized,5,3/14/2020 15:29:47,4,0.4,pleasant,1236741265280110592,"Do NOT sleep on the Singapore Mei Fun at Chico and Chang . Iowneen know what else is on the menu cuz this my jam and I am a real one  loyal Side of chili oil of course . When folks say ,  do not eat your feeljngs ,  I…",
2687400381,false,finalized,5,3/14/2020 14:49:57,3,0.4,pleasant,1236977207400189952,I am going to support who ever wins the nomination . My candidate dropped out and another one prior and those are the only two I would ever be  loyal as people now my loyalty is,
2687400382,false,finalized,5,3/14/2020 15:53:17,1,0.6,pleasant,1237167699790303233,is that time yet ?  humble  loyal  DM me bro chk the references MA 🙃🥺 IG : FKkSleep1  youngmoney  vanguard  401k  rothIRA  connected 💪🏼😏🤗✈️👑😇👽 🙏🏽,
2687400383,false,finalized,5,3/14/2020 15:51:50,3,0.75,pleasant,1237900189945356288,And how !,
2687400384,false,finalized,5,3/14/2020 16:18:55,1,0.6,pleasant,1237589699071365121,"A wonderful good morning to all  respectful and  loyal fans and hope , you had a wonderful Tuesday . Have a fantastic midweek and take care . Martina from Germany",
2687400385,false,finalized,5,3/14/2020 15:50:32,2,0.4,pleasant,1237699971358396416, mulanmovie is finally on Bluray ! for you to enjoy now . available on,
2687400386,false,finalized,5,3/14/2020 14:21:19,2,0.6,pleasant,1237091073723445248,alr saw it on insta 😊,
2687400387,false,finalized,5,3/14/2020 15:04:01,2,0.8,pleasant,1236707649942704129,"Happy International Women ’ s Day to all the strong , beautiful , talented women out there ! Stay amazing ! 💕 . . . . . A little bliss in every bite . . . . .  strong  confident  loyal  brave  beautiful  intelligent…",
2687400388,false,finalized,5,3/14/2020 15:51:52,2,0.6,pleasant,1237054347613102080,Yesterday morning my phone was not working and I had to go get my hair done . So I left my phone with my boyfriend and I took his phone . We had each other phones for a good 8 hours .,
2687400389,false,finalized,5,3/14/2020 15:53:17,1,0.6,pleasant,1236983448067346432,One satisfied customer 👍 Give us a call and see what we can do for your business ☎️,
2687400390,false,finalized,5,3/14/2020 14:53:07,3,0.4,pleasant,1238055757616013312,Girls  amp ; Boys send over all the shaved unbearded guys to learn The Smasru Way and we will school them into Men . Your beard is your one  amp ; only loyal wingman .,
2687400391,false,finalized,5,3/14/2020 15:51:52,2,0.4,pleasant,1237755940738392065,"We have a dedicated group of professionals that are waiting to care for you and your dental needs . Dental Group of South Florida 📍101 Westward Drive , Miami Springs , Florida 33166 . 📞  305  8851357 💻",
2687400392,false,finalized,5,3/14/2020 15:51:50,2,0.5,pleasant,1238066379565096962,my gallery :,
2687400393,false,finalized,5,3/14/2020 15:50:04,4,0.6,pleasant,1237873119659880448,"Real ass chicks on some real ass shyt , taking real ass trips making real big flips 🤑🤑 imjustaundrea  thesarahblack  friends  loyalty  loyal  countrygirl  Montego Bay , Jamaica",
2687400394,false,finalized,5,3/14/2020 14:48:18,2,0.6,pleasant,1237279454986027008,Have you heard ‘ Loyal  Dear Heavenly Father  ’ by on,
2687400395,false,finalized,5,3/14/2020 15:29:54,2,0.6,pleasant,1236716960684994560,Celebrate  women every day . Eliminate discrimination . Full and equitable participation for women .,
2687400396,false,finalized,5,3/14/2020 15:23:17,2,0.6,pleasant,1236788590933356549,Remembering the most important women in my life . 💛♀️💛  InternationalWomensDay  Mother  Grandmother  pavedtheway  strong  nu…,
2687400397,false,finalized,5,3/14/2020 15:50:32,2,0.6,pleasant,1237586924073652225,Shop the  floral  summer  dress  for your  baby  girl from  Fashion  Playground ! This dress will not only provide a  stylish  look but also keep your tot  comfortable ! Also available in  pink .,
2687400398,false,finalized,3,3/18/2020 21:23:46,2,0.6667,surprise,1237345665862295552,Check out our website to see some of the fabulous garage doors we have . Give us a call to talk through all your needs with one of our specialist sales people on 0800 404 8011 .,
2687400399,false,finalized,3,3/18/2020 21:23:46,1,0.6667,surprise,1237337733560926209,"I am yours , baby ...",
2687400400,false,finalized,3,3/18/2020 20:41:10,4,0.65,surprise,1237280495328690176, life  getoutside  amazing Muslim Womens High Waist Long Jeans Skirts,
2687400401,false,finalized,3,3/18/2020 20:43:18,1,0.6903,surprise,1237354677949222919,Try this 👇 ! Happy Holi !,
2687400402,false,finalized,3,3/18/2020 20:44:30,2,1.0,surprise,1237322695710212096,Out of book ideas ? Start making your list with CANOPLES INVESTIGATIONS by,
2687400403,false,finalized,3,3/18/2020 20:41:10,1,0.65,surprise,1237220483096932352,Refreshing colourful delight 😍 Healthier alternative to mainstream cake 🎂,
2687400404,false,finalized,3,3/18/2020 21:44:21,6,0.6667,surprise,1237266328949424128,27 AMAZING TRAVEL PHOTOS THAT WILL INFECT YOU WITH THE TRAVEL BUG  amazing  travel  photos  t…,
2687400405,false,finalized,3,3/18/2020 20:43:18,2,1.0,surprise,1237336515589496832,"We at are best known for our  amazing quality of carpets and wide , trendy range of  fabrics , designs , colors and  patterns of carpets . Call Now : 0566009626 , Email : info.ae Or visit :",
2687400406,false,finalized,3,3/18/2020 20:43:18,3,0.6903,surprise,1237366867582423045, amazing  instamood Women s Elegant Square Cut Engagement Rings,
2687400407,false,finalized,3,3/18/2020 20:44:30,2,1.0,surprise,1237322641842847744,Hi ! Another part of animation . Would you play ?,
2687400408,false,finalized,3,3/18/2020 20:43:18,6,0.6903,surprise,1237293969219952640, amazing  sports Set Ultralight Adjustable Walking Stick,
2687400409,false,finalized,3,3/18/2020 21:44:21,1,0.6667,surprise,1237368216021651461,"Wish You all a Wonderful , Colorful and Musicful Holi With Super Duper Hit Song.📢📢🎶 Loca : YO YO HONEY SINGH",
2687400410,false,finalized,3,3/18/2020 21:44:21,1,1.0,surprise,1237362130359406597,Keith Jarrett 🌻🎶🎵 Be My Love 🎶🌸🌹  9Marzo  Music  Piano  Jazz  amazing 🌼,
2687400411,false,finalized,3,3/18/2020 21:23:46,4,0.3333,surprise,1237311906223972357,VEGAN BURGER 🍔🐔  amazing  notavegan KFC IS NEEDED IN AMERSHAM ! !,
2687400412,false,finalized,3,3/18/2020 20:44:30,1,1.0,surprise,1237331245882675200,Some of the  amazing  comments   feedback for my naughty acquaintances  TheBruvs   thanks to all who support  indie  Brit…,
2687400413,false,finalized,3,3/18/2020 20:44:30,2,1.0,surprise,1237241875578396673,Learn more at :,
2687400414,false,finalized,3,3/18/2020 21:23:46,1,1.0,surprise,1237283674569113600,"let us dive into colours and make are lives colourful , wishing you all a very happy holi , may you all have a colourful life ahead . Photograph by",
2687400415,false,finalized,3,3/18/2020 20:41:10,6,0.65,surprise,1237345466511171584,Art for the Eyes !,
2687400416,false,finalized,3,3/18/2020 21:44:21,2,0.6667,surprise,1237273993381588992,Art for the Home !,
2687400417,false,finalized,3,3/18/2020 20:41:10,2,1.0,surprise,1237361952671895552,DOOM Eternal  SAVE 37  on PC,
2687564722,true,golden,38,"",3,0.6414,surprise,1237366867582423045, amazing  instamood Women s Elegant Square Cut Engagement Rings,"1
2
3
4
5
6"
2687566078,true,golden,34,"",6,0.8053,surprise,1237345466511171584,Art for the Eyes !,"1
2
3
4
5
6"
2687566136,true,golden,44,"",6,0.6139,surprise,1237273993381588992,Art for the Home !,"1
2
3
4
5
6"
2687566315,true,golden,53,"",1,0.9257,surprise,1237368216021651461,"Wish You all a Wonderful , Colorful and Musicful Holi With Super Duper Hit Song.📢📢🎶 Loca : YO YO HONEY SINGH","1
2
3
4
5
6"
2687566382,true,golden,43,"",2,0.7629,surprise,1237241875578396673,Learn more at :,"1
2
3
4
5
6"
2687566407,true,golden,50,"",2,0.6034,pleasant,1237091073723445248,alr saw it on insta 😊,"1
2
3
4
5
6"
2687566445,true,golden,38,"",6,0.694,pleasant,1237755940738392065,"We have a dedicated group of professionals that are waiting to care for you and your dental needs . Dental Group of South Florida 📍101 Westward Drive , Miami Springs , Florida 33166 . 📞  305  8851357 💻","1
2
3
4
5
6"
2687567440,true,golden,42,"",1,0.9332,happy,1236769941501677570,Happy Women Day ! My favorite woman in the word ❤️  girlpower  womensday  happy  live  love  thankful  gratefulheart  greatfulforlife  girlsareawesome  fun  joy  everydayisagift  majaarnold ❤️,1
2692324220,true,golden,16,"",4,0.8209,fear,1236456308938686464," Australia  amp ;  USA .. unhealthy selfish societies ⤵️ Ugly  hate  amp ;  Fear from  media , Governments  amp ; here we are .  auspol…","4
5"
2692324258,true,golden,10,"",6,0.6,surprise,1237293969219952640, amazing  sports Set Ultralight Adjustable Walking Stick,"2
6"
2692324305,true,golden,5,"",5,1.0,fear,1236633900916584450,"“ What I came to realize is that fear , that is the worst of it . that is the real enemy . So , get up , get out in the real world and you kick that bastard as hard you can right in the teeth. ”  Walter White .","4
5"
2692324343,true,golden,4,"",1,0.5052,surprise,1237311906223972357,VEGAN BURGER 🍔🐔  amazing  notavegan KFC IS NEEDED IN AMERSHAM ! !,4
2692324373,true,golden,3,"",3,0.3846,pleasant,1236787609168379904,"Amazing season  sugarracers ! State runners up . No tryouts , no club fees , no cuts , no pickups . Just a bunch of close friends who love to play ball together .","1
2
3"
2692324391,true,golden,3,"",1,1.0,surprise,1237354677949222919,Try this 👇 ! Happy Holi !,"1
6"
2692324408,true,golden,5,"",5,0.8333,fear,1236496023616290817,Here ’ s a post I have written about fear . Please read it if you have the time 🖤,"2
5"
2692324422,true,golden,3,"",2,0.6923,surprise,1237345665862295552,Check out our website to see some of the fabulous garage doors we have . Give us a call to talk through all your needs with one of our specialist sales people on 0800 404 8011 .,2
2692324475,true,golden,6,"",2,0.8148,surprise,1237322641842847744,Hi ! Another part of animation . Would you play ?,"1
2
3
4
5
6"
2692324528,true,golden,4,"",3,0.5,surprise,1237322695710212096,Out of book ideas ? Start making your list with CANOPLES INVESTIGATIONS by,"1
2
3
4
5
6"
2692325095,true,golden,3,"",2,0.6512,excitement,1236080451468615683,Play Mega888 ? Like and share to claim your bonus here with ! A real pickup for you !,"1
2"
