worker_id,external_id,judgments_count,missed_count,golds_count,forgiven_count,channel,country,region,city,last_ip,flagged_at,rejected_at,bonus,flag_reason,trust_overall,submission_rate
40993983,D13C14B20D05ACB0B61ED642EC5D9C7B,16,0,0,0,neodev,UKR,14,Zakotne,188.190.221.121,,,0,,1.0,195
41129156,7248A993E6AE7DF3F063FCF4079B2070,0,0,0,0,neodev,,,,,,,0,,1.0,0
41381594,10420424,0,0,0,0,clixsense,,,,,,,0,,1.0,0
41983503,10670597,0,0,0,0,clixsense,,,,,,,0,,1.0,0
42488337,10865508,5,0,1,0,clixsense,TUR,71,Konya,94.120.49.218,,,0,,1.0,300
42695200,62A2D75CB725AD47807A1C1B93AA3314,0,0,0,0,neodev,,,,,,,0,,1.0,0
42705218,10562818,0,0,0,0,clixsense,,,,,,,0,,1.0,0
42848048,6365D02A314ABE7B1469C240903A77DC,0,0,0,0,neodev,,,,,,,0,,1.0,0
43145260,11091412,5,3,5,0,clixsense,MEX,15,Mexico,189.216.75.118,,,0,,0.4,300
43175555,3D2836156D126F7A8C872C89F84C52C0,0,0,0,0,neodev,,,,,,,0,,1.0,0
43189867,0B81724DC7C661F24F09095DD5433594,0,0,0,0,neodev,,,,,,,0,,1.0,0
43207582,C5C29C58F0AF6158494FC5F3416EDE71,0,0,0,0,neodev,,,,,,,0,,1.0,0
43250263,11183673,0,0,0,0,clixsense,,,,,,,0,,1.0,0
43340806,5743CA1996AF79C113B45070835AF903,0,0,0,0,neodev,,,,,,,0,,1.0,0
43487092,BD7A11C6F28905326BDCD589D6BB8CA1,0,0,0,0,neodev,,,,,,,0,,1.0,0
43610767,A997CBD5E36B916830A97108728B0765,0,0,0,0,neodev,,,,,,,0,,1.0,0
43621163,5EEC5886ECDDB3B0AA5E3A041481982C,0,0,0,0,neodev,,,,,,,0,,1.0,0
43625726,80DC2D2A379F737811A1B4E358E036AF,0,0,0,0,neodev,,,,,,,0,,1.0,0
43636927,AB4E7D59DD78A9DBB6CB1911CE467178,0,0,0,0,neodev,,,,,,,0,,1.0,0
43644467,44AED49414533E2D8D7FCC5998E70925,0,0,0,0,neodev,,,,,,,0,,1.0,0
43650017,6BA6C23B355BE41E1C4225EF31E8C1E3,0,0,0,0,neodev,,,,,,,0,,1.0,0
43702866,11535649,5,1,5,0,clixsense,TUR,35,Izmir,88.230.224.127,,,0,,0.8,0
43723980,11574115,0,0,0,0,clixsense,,,,,,,0,,1.0,0
43765666,E868762DF89310B1008D8D1D7EF00A28,0,0,0,0,neodev,,,,,,,0,,1.0,0
43776072,B3506ECECE3CC726498878444F81137D,0,0,0,0,neodev,,,,,,,0,,1.0,0
43816281,11744512,23,0,2,0,clixsense,SRB,00,Paracin,45.86.57.229,,,0,,1.0,6
43879294,9947D85CB4DC2D37F063FCF4079B2070,0,0,0,0,neodev,,,,,,,0,,1.0,0
43890356,CA9EB98547BEA339514FB4CA2928E334,0,0,0,0,neodev,,,,,,,0,,1.0,0
43903067,C1EF06BB426070203C3F520A53732EBF,0,0,0,0,neodev,,,,,,,0,,1.0,0
43923531,DC370AD04799F21EBACEFE911F27E775,0,0,0,0,neodev,,,,,,,0,,1.0,0
43964465,CB188DDD155388C93A7EF6E57C5562DE,0,0,0,0,neodev,,,,,,,0,,1.0,0
43988022,12058564,0,0,0,0,clixsense,,,,,,,0,,1.0,0
44016300,0B6E9BC940CD17B9DEC62BDF2B4C9E80,0,0,0,0,neodev,,,,,,,0,,1.0,0
44034270,25F5D43E7FB344EB514FB4CA2928E334,0,0,0,0,neodev,,,,,,,0,,1.0,0
44047297,6BC340CAC5DB93E82C49F30A9F655560,0,0,0,0,neodev,,,,,,,0,,1.0,0
44058261,C6C0587FE1435215494FC5F3416EDE71,0,0,0,0,neodev,,,,,,,0,,1.0,0
44064316,05BE3BC1F12D95356BDCD589D6BB8CA1,5,2,5,0,neodev,VEN,16,Caripito,190.200.61.238,,,0,,0.6,300
44073667,21423B5CBCF66D5A498878444F81137D,0,0,0,0,neodev,,,,,,,0,,1.0,0
44081843,0A47BC9E17BFB0B5C72447F05A7256A4,0,0,0,0,neodev,,,,,,,0,,1.0,0
44112574,EB52D5D2309BFB596B390050D52FDAD3,0,0,0,0,neodev,,,,,,,0,,1.0,0
44129446,535D851E0C317A9F73E05796892CA53D,0,0,0,0,neodev,,,,,,,0,,1.0,0
44135638,76B461DCE4953C20228BDA32B94EEF9C,0,0,0,0,neodev,,,,,,,0,,1.0,0
44164525,4AFB389FCA07BEABD484BCC6EFBF03F5,0,0,0,0,neodev,,,,,,,0,,1.0,0
44205552,E7D35905BDE6BDF7472838DCC118E03B,0,0,0,0,neodev,,,,,,,0,,1.0,0
44219383,91FA2EF06D4778BCFD55B23693B99944,0,0,0,0,neodev,,,,,,,0,,1.0,0
44222862,6ED2B421E5C4E2560CAD5F2CDE485D23,0,0,0,0,neodev,,,,,,,0,,1.0,0
44249295,12451153,0,0,0,0,clixsense,,,,,,,0,,1.0,0
44318076,12592621,0,0,0,0,clixsense,,,,,,,0,,1.0,0
44318590,F74954109500CEB6807A1C1B93AA3314,3,0,0,0,neodev,VEN,13,Barquisimeto,190.73.40.132,,,0,,1.0,90
44322140,420B9E88D97E8F955B2F430C4460AB1B,0,0,0,0,neodev,,,,,,,0,,1.0,0
44322809,E1EEEBAD7447D7ADD484BCC6EFBF03F5,0,0,0,0,neodev,,,,,,,0,,1.0,0
44324141,95DFC8FFB45275AF494FC5F3416EDE71,20,0,0,0,neodev,UKR,25,Uzhgorod,194.44.151.213,,,0,,1.0,300
44380897,B40FDC8391F140EB8D7FCC5998E70925,10,0,6,0,neodev,VEN,04,Maracay,190.38.40.246,,,0,,1.0,300
44392447,45BF709DE1940FB9204CFC72B9696897,0,0,0,0,neodev,,,,,,,0,,1.0,0
44403422,398756B9C1B9A2CADEC62BDF2B4C9E80,0,0,0,0,neodev,,,,,,,0,,1.0,0
44423530,12775986,5,0,0,0,clixsense,VEN,15,Aricagua,190.75.42.174,,,0,,1.0,300
44428445,01D7FFD32770FF41A72773646D413314,5,1,5,0,neodev,VEN,19,Altagracia,190.75.2.144,,,0,,0.8,0
44432783,11641845,0,0,0,0,clixsense,,,,,,,0,,1.0,0
44441214,12812604,0,0,0,0,clixsense,,,,,,,0,,1.0,0
44446413,5ABCC92C4222CC826B390050D52FDAD3,0,0,0,0,neodev,,,,,,,0,,1.0,0
44502282,A0700683FCB88FECB0D4CB6DCC18E8F9,0,0,0,0,neodev,,,,,,,0,,1.0,0
44510146,12944192,0,0,0,0,clixsense,,,,,,,0,,1.0,0
44531200,3B2FA5AFEA666675999200CE4C413AA0,0,0,0,0,neodev,,,,,,,0,,1.0,0
44537782,F1603CB26ED104396E334AF42C1D2A3F,0,0,0,0,neodev,,,,,,,0,,1.0,0
44577724,78E06E9E105AC0BB4B7AEA85440565A3,5,0,0,0,neodev,PER,08,Cusco,179.6.34.25,,,0,,1.0,300
44591122,13108882,5,0,0,0,clixsense,UKR,04,Pyatikhatki,91.227.150.14,,,0,,1.0,0
44732169,13410569,5,0,0,0,clixsense,POL,78,Warsaw,5.173.161.16,,,0,,1.0,0
44736638,992C9A4C06A31EAD514FB4CA2928E334,0,0,0,0,neodev,,,,,,,0,,1.0,0
44755834,A9D9DD9EE5FDCD8E3BE56A74FD3D6324,0,0,0,0,neodev,,,,,,,0,,1.0,0
44758806,196B791A159FBE07BE5B53C0735AAA92,5,0,0,0,neodev,VEN,25,Caracas,186.167.244.148,,,0,,1.0,300
44761816,B5EF108A0837CC90951EB4356D7835FF,0,0,0,0,neodev,,,,,,,0,,1.0,0
44812982,13554142,0,0,0,0,clixsense,,,,,,,0,,1.0,0
44823534,465B74F30868E270B6CB1911CE467178,0,0,0,0,neodev,,,,,,,0,,1.0,0
44833585,E115A04F41DA10A5E072395DC2023399,0,0,0,0,neodev,,,,,,,0,,1.0,0
44848046,13612496,0,0,0,0,clixsense,,,,,,,0,,1.0,0
44854755,A8F4FE3492E38F9578DA480E7D9ACC4E,5,0,5,0,neodev,VEN,04,Aponte,200.93.110.221,,,0,,1.0,300
44862947,538CF3794BCC14B9DEF77F94FE295A6E,0,0,0,0,neodev,,,,,,,0,,1.0,0
44879128,13673852,5,0,0,0,clixsense,VEN,25,Caracas,186.167.248.73,,,0,,1.0,0
44939197,E468027C72F07AD91469C240903A77DC,0,0,0,0,neodev,,,,,,,0,,1.0,0
44948271,13828586,5,1,5,0,clixsense,TUR,07,Antalya,85.107.124.214,,,0,,0.8,300
44957116,wilke,0,0,0,0,getpaid,,,,,,,0,,1.0,0
44975113,13824786,0,0,0,0,clixsense,,,,,,,0,,1.0,0
44980050,13901720,5,2,5,0,clixsense,TUR,68,Ankara,94.54.16.39,,,0,,0.6,0
44989347,DA726914FA4217543BE56A74FD3D6324,0,0,0,0,neodev,,,,,,,0,,1.0,0
45011048,CBBC2027F8D520FF8FB2D67A827566BC,5,0,0,0,neodev,VEN,07,Valencia,201.211.119.89,,,0,,1.0,300
45024159,14002892,0,0,0,0,clixsense,,,,,,,0,,1.0,0
45029834,14016530,0,0,0,0,clixsense,,,,,,,0,,1.0,0
45033830,14025252,0,0,0,0,clixsense,,,,,,,0,,1.0,0
45034178,14027094,5,0,0,0,clixsense,RUS,73,Kazan,87.117.185.64,,,0,,1.0,300
45068382,F86E3DA6E10DB7704B7AEA85440565A3,0,0,0,0,neodev,,,,,,,0,,1.0,0
45078199,4466634C16A81431472838DCC118E03B,0,0,0,0,neodev,,,,,,,0,,1.0,0
45080261,14159064,0,0,0,0,clixsense,,,,,,,0,,1.0,0
45090447,22834534950D38D1E072395DC2023399,0,0,0,0,neodev,,,,,,,0,,1.0,0
45091964,14194127,0,0,0,0,clixsense,,,,,,,0,,1.0,0
45101169,4EA355BE7EF5B1E02EFD2A28AE2C3FB7,0,0,0,0,neodev,,,,,,,0,,1.0,0
45129852,D5618CC36687AEC6EEFE8AB986B65DBB,0,0,0,0,neodev,,,,,,,0,,1.0,0
45137153,119,0,0,0,0,feca,,,,,,,0,,1.0,0
45139395,A923D09390CE00E74B7AEA85440565A3,0,0,0,0,neodev,,,,,,,0,,1.0,0
45155800,242,10,0,0,0,feca,SRB,00,Belgrade,185.37.27.57,,,0,,1.0,300
45156130,370,0,0,0,0,feca,,,,,,,0,,1.0,0
45156560,488,0,0,0,0,feca,,,,,,,0,,1.0,0
45156664,513,25,0,0,0,feca,VEN,25,Caracas,190.77.37.70,,,0,,1.0,400
45157591,674,0,0,0,0,feca,,,,,,,0,,1.0,0
45158256,823,0,0,0,0,feca,,,,,,,0,,1.0,0
45158697,928,0,0,0,0,feca,,,,,,,0,,1.0,0
45158704,934,0,0,0,0,feca,,,,,,,0,,1.0,0
45158833,1091,0,0,0,0,feca,,,,,,,0,,1.0,0
45158891,1121,0,0,0,0,feca,,,,,,,0,,1.0,0
45159116,1291,3,0,0,0,feca,RUS,38,Krasnodar,178.155.4.255,,,0,,1.0,180
45160137,1811,12,0,0,0,feca,VEN,15,Aricagua,190.75.42.174,,,0,,1.0,210
45160268,1862,5,0,5,0,feca,RUS,54,Omsk,92.124.141.76,,,0,,1.0,300
45160504,1982,6,0,0,0,feca,SRB,00,Leskovac,178.149.140.105,,,0,,1.0,180
45161051,2186,0,0,0,0,feca,,,,,,,0,,1.0,0
45161101,2254,0,0,0,0,feca,,,,,,,0,,1.0,0
45161651,2503,0,0,0,0,feca,,,,,,,0,,1.0,0
45162361,2795,0,0,0,0,feca,,,,,,,0,,1.0,0
45162666,14405795,0,0,0,0,clixsense,,,,,,,0,,1.0,0
45162973,2961,0,0,0,0,feca,,,,,,,0,,1.0,0
45163668,3148,0,0,0,0,feca,,,,,,,0,,1.0,0
45164920,3555,0,0,0,0,feca,,,,,,,0,,1.0,0
45165094,3602,0,0,0,0,feca,,,,,,,0,,1.0,0
45166572,3939,5,0,0,0,feca,BIH,03,Brcko,31.223.132.29,,,0,,1.0,300
45169505,4576,5,0,5,0,feca,EGY,11,Cairo,41.236.233.149,,,0,,1.0,300
45169521,4585,0,0,0,0,feca,,,,,,,0,,1.0,0
45171468,5058,0,0,0,0,feca,,,,,,,0,,1.0,0
45172696,5361,0,0,0,0,feca,,,,,,,0,,1.0,0
45173566,BFD5B0F457ABF5D130A97108728B0765,0,0,0,0,neodev,,,,,,,0,,1.0,0
45173738,5696,0,0,0,0,feca,,,,,,,0,,1.0,0
45173767,5714,0,0,0,0,feca,,,,,,,0,,1.0,0
45173867,5763,0,0,0,0,feca,,,,,,,0,,1.0,0
45176516,6445,0,0,0,0,feca,,,,,,,0,,1.0,0
45176850,3906,0,0,0,0,feca,,,,,,,0,,1.0,0
45178198,6952,5,0,5,0,feca,RUS,"","",185.173.92.165,,,0,,1.0,300
45178448,14461205,5,0,0,0,clixsense,USA,VA,Manassas,172.241.239.148,,,0,,1.0,0
45182169,8820,0,0,0,0,feca,,,,,,,0,,1.0,0
45183234,9101,5,0,5,0,feca,RUS,54,Omsk,92.124.161.167,,,0,,1.0,0
45183261,9112,5,0,5,0,feca,RUS,48,Moscow,78.153.149.118,,,0,,1.0,300
45184311,9428,0,0,0,0,feca,,,,,,,0,,1.0,0
45184765,9814,5,0,5,0,feca,VEN,04,Maracay,190.37.95.251,,,0,,1.0,0
45185034,9982,0,0,0,0,feca,,,,,,,0,,1.0,0
45185068,9985,0,0,0,0,feca,,,,,,,0,,1.0,0
45186510,10696,5,0,5,0,feca,RUS,53,Novosibirsk,109.237.110.80,,,0,,1.0,0
45186517,10699,5,0,5,0,feca,RUS,48,Moscow,78.153.150.232,,,0,,1.0,300
45186523,10701,5,0,5,0,feca,RUS,"","",185.173.92.165,,,0,,1.0,0
45186536,10707,5,0,5,0,feca,RUS,53,Novosibirsk,109.237.110.158,,,0,,1.0,0
45186548,10711,5,0,5,0,feca,RUS,"","",185.135.82.247,,,0,,1.0,300
45187836,10109,0,0,0,0,feca,,,,,,,0,,1.0,0
45188567,11634,0,0,0,0,feca,,,,,,,0,,1.0,0
45188856,8931,0,0,0,0,feca,,,,,,,0,,1.0,0
45189002,11897,0,0,0,0,feca,,,,,,,0,,1.0,0
45189062,11927,5,0,5,0,feca,VEN,15,Aragüita,200.82.143.107,,,0,,1.0,0
45189103,11953,5,0,0,0,feca,PSE,00,Gaza,188.161.80.137,,,0,,1.0,0
45190007,12459,0,0,0,0,feca,,,,,,,0,,1.0,0
45190671,ECF5641CEB5BAC34FD55B23693B99944,0,0,0,0,neodev,,,,,,,0,,1.0,0
45190761,12936,5,0,5,0,feca,VEN,25,Caracas,186.167.248.140,,,0,,1.0,0
45190837,12978,5,0,5,0,feca,RUS,"","",185.175.158.185,,,0,,1.0,300
45190845,12980,20,0,8,0,feca,RUS,53,Novosibirsk,109.237.111.204,,,0,,1.0,300
45190861,12982,5,0,5,0,feca,RUS,53,Novosibirsk,93.170.131.97,,,0,,1.0,0
45190868,12995,5,0,5,0,feca,RUS,53,Novosibirsk,78.153.148.159,,,0,,1.0,0
45190878,13002,5,0,5,0,feca,RUS,53,Novosibirsk,93.170.128.87,,,0,,1.0,0
45191049,13099,0,0,0,0,feca,,,,,,,0,,1.0,0
45191735,13406,0,0,0,0,feca,,,,,,,0,,1.0,0
45192464,13602,0,0,0,0,feca,,,,,,,0,,1.0,0
45193304,13740,0,0,0,0,feca,,,,,,,0,,1.0,0
45194232,13962,5,0,5,0,feca,RUS,53,Novosibirsk,109.237.110.80,,,0,,1.0,300
45194241,13964,0,0,0,0,feca,,,,,,,0,,1.0,0
45194293,13984,5,0,5,0,feca,RUS,53,Novosibirsk,109.237.110.158,,,0,,1.0,300
45194425,14025,5,0,5,0,feca,RUS,53,Novosibirsk,109.237.111.143,,,0,,1.0,300
45194436,14044,5,0,5,0,feca,RUS,53,Novosibirsk,109.237.110.142,,,0,,1.0,300
45195403,14385,0,0,0,0,feca,,,,,,,0,,1.0,0
45207198,12226,0,0,0,0,feca,,,,,,,0,,1.0,0
45215691,9890350E3480B0E06B390050D52FDAD3,10,1,1,0,neodev,VEN,13,Barquisimeto,201.249.119.76,,,0,,0.0,5
45216368,14577628,0,0,0,0,clixsense,,,,,,,0,,1.0,0
45218304,14583671,0,0,0,0,clixsense,,,,,,,0,,1.0,0
45219214,20402,5,0,0,0,feca,RUS,70,Stavropol',5.138.63.106,,,0,,1.0,0
45221754,14594698,5,0,1,0,clixsense,UKR,"","",37.73.213.152,,,0,,1.0,0
45224817,9EA3EFD843F50E5230A97108728B0765,0,0,0,0,neodev,,,,,,,0,,1.0,0
45228118,7BD29061A73A93725355075356E29B0C,5,0,0,0,neodev,VEN,20,Táriba,186.88.174.195,,,0,,1.0,0
45230043,23235,0,0,0,0,feca,,,,,,,0,,1.0,0
45231415,14603,0,0,0,0,feca,,,,,,,0,,1.0,0
45232464,24052,8,0,0,0,feca,VEN,25,Caracas,186.93.146.234,,,0,,1.0,240
45236911,25222,5,0,0,0,feca,USA,IL,Chicago,23.81.152.163,,,0,,1.0,0
45236941,25238,0,0,0,0,feca,,,,,,,0,,1.0,0
45237454,25371,5,0,5,0,feca,RUS,53,Novosibirsk,93.170.131.97,,,0,,1.0,300
45237491,25379,5,0,5,0,feca,RUS,53,Novosibirsk,93.170.128.87,,,0,,1.0,300
45237504,25384,5,0,5,0,feca,RUS,53,Novosibirsk,78.153.148.159,,,0,,1.0,300
45237523,25387,5,0,5,0,feca,RUS,53,Novosibirsk,93.170.131.209,,,0,,1.0,300
45239287,38F6FDC24C3B874F890DB111AF121511,0,0,0,0,neodev,,,,,,,0,,1.0,0
45241997,26510,5,0,5,0,feca,RUS,"","",185.173.93.155,,,0,,1.0,0
45242057,26527,12,0,0,0,feca,RUS,70,Stavropol',5.138.63.106,,,0,,1.0,210
45242732,3161,0,0,0,0,imerit_india,,,,,,,0,,1.0,0
45242923,26757,5,0,5,0,feca,EGY,18,Beni Suef,156.195.251.138,,,0,,1.0,300
45247647,27857,0,0,0,0,feca,,,,,,,0,,1.0,0
45248540,28082,15,0,7,0,feca,EGY,11,Cairo,156.217.210.183,,,0,,1.0,300
45248565,28103,0,0,0,0,feca,,,,,,,0,,1.0,0
45256642,30237,5,0,0,0,feca,RUS,48,Moscow,109.248.222.177,,,0,,1.0,0
45256649,30243,5,0,0,0,feca,RUS,48,Moscow,109.248.222.37,,,0,,1.0,300
45256660,30248,5,0,5,0,feca,RUS,"","",185.173.94.15,,,0,,1.0,0
45256697,30266,5,0,5,0,feca,RUS,"","",185.173.92.105,,,0,,1.0,0
45256707,30267,5,0,5,0,feca,RUS,"","",185.173.93.88,,,0,,1.0,0
45256737,30275,10,0,6,0,feca,RUS,48,Moscow,78.153.149.118,,,0,,1.0,300
45256900,30321,0,0,0,0,feca,,,,,,,0,,1.0,0
45257630,30498,0,0,0,0,feca,,,,,,,0,,1.0,0
45261961,31566,0,0,0,0,feca,,,,,,,0,,1.0,0
45265152,32386,15,0,0,0,feca,POL,78,Warsaw,5.173.168.57,,,0,,1.0,300
45265443,32455,5,0,5,0,feca,VEN,23,Cabimas,201.248.127.109,,,0,,1.0,0
45268946,33324,0,0,0,0,feca,,,,,,,0,,1.0,0
45269396,33443,0,0,0,0,feca,,,,,,,0,,1.0,0
45270902,14740890,0,0,0,0,clixsense,,,,,,,0,,1.0,0
45286700,37853,0,0,0,0,feca,,,,,,,0,,1.0,0
45288792,34296,0,0,0,0,feca,,,,,,,0,,1.0,0
45293857,14811249,0,0,0,0,clixsense,,,,,,,0,,1.0,0
45301675,41408,10,0,0,0,feca,VEN,25,Caracas,45.230.171.93,,,0,,1.0,300
45304457,42207,15,1,7,0,feca,RUS,53,Novosibirsk,93.170.131.209,,,0,,0.8571,300
45305145,42444,5,0,5,0,feca,RUS,"","",185.173.93.155,,,0,,1.0,300
45306083,42684,5,0,5,0,feca,RUS,"","",185.173.92.105,,,0,,1.0,0
45306117,42692,5,0,5,0,feca,RUS,53,Novosibirsk,109.237.110.121,,,0,,1.0,0
45306487,42802,5,0,5,0,feca,RUS,"","",185.135.81.121,,,0,,1.0,0
45306521,42807,5,0,5,0,feca,RUS,"","",185.173.93.88,,,0,,1.0,300
45306578,42824,5,0,5,0,feca,RUS,"","",185.173.94.15,,,0,,1.0,0
45306591,42825,5,0,5,0,feca,RUS,"","",185.133.42.244,,,0,,1.0,0
45306682,42839,5,0,5,0,feca,RUS,"","",185.133.42.4,,,0,,1.0,0
45306703,42842,5,0,5,0,feca,RUS,"","",185.173.94.128,,,0,,1.0,0
45308563,43363,10,0,0,0,feca,VEN,15,Aricagua,190.75.42.174,,,0,,1.0,300
45311924,44606,0,0,0,0,feca,,,,,,,0,,1.0,0
45312673,D8CD9450C490592287D9602DE7E4D81B,10,0,0,0,neodev,UKR,25,Uzhgorod,194.44.151.213,,,0,,1.0,300
45313062,14868798,0,0,0,0,clixsense,,,,,,,0,,1.0,0
45323709,14900952,0,0,0,0,clixsense,,,,,,,0,,1.0,0
45331838,FB1B541A7EF8FE605A177E0B4883CD7E,0,0,0,0,neodev,,,,,,,0,,1.0,0
45334226,50145,0,0,0,0,feca,,,,,,,0,,1.0,0
45334832,50260,0,0,0,0,feca,,,,,,,0,,1.0,0
45335520,50406,5,0,5,0,feca,RUS,53,Novosibirsk,109.237.110.121,,,0,,1.0,300
45335525,50407,5,0,5,0,feca,RUS,53,Novosibirsk,109.237.111.204,,,0,,1.0,300
45335589,50416,5,0,5,0,feca,RUS,"","",185.135.81.121,,,0,,1.0,300
45335607,50419,10,0,6,0,feca,RUS,"","",185.173.94.140,,,0,,1.0,300
45335884,50468,5,0,5,0,feca,RUS,"","",185.173.93.188,,,0,,1.0,300
45335967,50483,5,0,5,0,feca,RUS,"","",185.133.42.244,,,0,,1.0,300
45336057,50508,5,0,5,0,feca,RUS,53,Novosibirsk,109.237.111.242,,,0,,1.0,0
45337443,50824,10,0,6,0,feca,RUS,"","",185.133.42.4,,,0,,1.0,300
45337468,50828,10,1,6,0,feca,RUS,"","",185.173.94.128,,,0,,0.8333,300
45337479,50831,5,0,5,0,feca,RUS,53,Novosibirsk,109.237.110.142,,,0,,1.0,300
45340783,51609,0,0,0,0,feca,,,,,,,0,,1.0,0
45349443,53509,5,0,5,0,feca,RUS,"","",185.173.94.140,,,0,,1.0,0
45349807,53596,5,0,5,0,feca,RUS,48,Moscow,78.153.150.232,,,0,,1.0,300
45349836,53605,5,0,5,0,feca,RUS,"","",185.135.82.247,,,0,,1.0,300
45349849,53607,5,0,5,0,feca,RUS,"","",185.175.158.185,,,0,,1.0,0
45351233,jamtoastguy,5,0,5,0,instagc,GBR,G5,Sheerness,94.193.208.4,,,0,,1.0,300
45356720,55045,10,0,0,0,feca,RUS,48,Moscow,79.165.65.86,,,0,,1.0,300
45358167,15024890,0,0,0,0,clixsense,,,,,,,0,,1.0,0
45362654,57039,0,0,0,0,feca,,,,,,,0,,1.0,0
45363088,57146,5,0,0,0,feca,POL,78,Warsaw,37.47.63.131,,,0,,1.0,0
45363536,57247,0,0,0,0,feca,,,,,,,0,,1.0,0
45364496,15047164,5,0,5,0,clixsense,USA,AZ,Phoenix,23.81.49.36,,,0,,1.0,0
45365190,57826,0,0,0,0,feca,,,,,,,0,,1.0,0
45370358,59368,0,0,0,0,feca,,,,,,,0,,1.0,0
45371963,59821,5,0,0,0,feca,RUS,70,Stavropol',5.138.63.106,,,0,,1.0,0
45374029,60332,0,0,0,0,feca,,,,,,,0,,1.0,0
45376768,15087584,0,0,0,0,clixsense,,,,,,,0,,1.0,0
45386391,63533,0,0,0,0,feca,,,,,,,0,,1.0,0
45386484,63570,0,0,0,0,feca,,,,,,,0,,1.0,0
45388947,64256,5,3,5,0,feca,EGY,11,Cairo,102.186.117.126,,,0,,0.4,300
45389338,64350,0,0,0,0,feca,,,,,,,0,,1.0,0
45394111,35D8BB528E0B9B004871439227C458B1,0,0,0,0,neodev,,,,,,,0,,1.0,0
45399302,66721,0,0,0,0,feca,,,,,,,0,,1.0,0
45400768,66938,0,0,0,0,feca,,,,,,,0,,1.0,0
45401800,A080ABBEF37AA0DF228BDA32B94EEF9C,0,0,0,0,neodev,,,,,,,0,,1.0,0
45405649,7A9CD76FB4CE1A1ECE3844F281772807,0,0,0,0,neodev,,,,,,,0,,1.0,0
45408370,64520864,0,0,0,0,clixsense,,,,,,,0,,1.0,0
45409486,4141979CC4BD1B131C4225EF31E8C1E3,0,0,0,0,neodev,,,,,,,0,,1.0,0
45413012,9C89178465D0CC83710AB5506CDE15E0,0,0,0,0,neodev,,,,,,,0,,1.0,0
45413611,855E142DB711F0A6EEFE8AB986B65DBB,2,0,0,0,neodev,VEN,25,Caracas,186.95.88.189,,,0,,1.0,120
45414402,99A2F063681B3F7F544E98A5532E411B,5,0,0,0,neodev,VEN,23,Maracaibo,186.93.4.109,,,0,,1.0,0
45415089,72598,0,0,0,0,feca,,,,,,,0,,1.0,0
45415934,64758562,0,0,0,0,clixsense,,,,,,,0,,1.0,0
45419876,74102,0,0,0,0,feca,,,,,,,0,,1.0,0
45423112,74835,0,0,0,0,feca,,,,,,,0,,1.0,0
45424216,0C623A717C436CFFEEFE8AB986B65DBB,0,0,0,0,neodev,,,,,,,0,,1.0,0
45424400,75010,0,0,0,0,feca,,,,,,,0,,1.0,0
45426116,75418,0,0,0,0,feca,,,,,,,0,,1.0,0
45427132,75658,0,0,0,0,feca,,,,,,,0,,1.0,0
45433770,851B662B6B71469311A1B4E358E036AF,0,0,0,0,neodev,,,,,,,0,,1.0,0
