_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,what_is_the_authors_sentiment_feeling_in_this_text_or_what_emotion_does_this_text_convey,what_is_the_authors_sentiment_feeling_in_this_text_or_what_emotion_does_this_text_convey:confidence,tweet_emotion,tweet_id,tweet_text,what_is_the_authors_sentiment_feeling_in_this_text_or_what_emotion_does_this_text_convey_gold
2692385034,false,finalized,3,3/18/2020 20:48:13,1,0.3648,happy,1235656859106693120, HappyFillTheBlank : Is it a person ? A song ? A place ?,
2692385035,false,finalized,3,3/18/2020 20:47:38,5,0.3699,happy,1234516446350200832,the latest podcast – the latest blog post –,
2692385036,false,finalized,3,3/18/2020 20:48:44,6,0.3613,happy,1234848344092168194,Whoever thinks they can talk you into any mind games is in for a surprise . They will be disappointed ... speak honestly  amp ; openly !,
2692385037,false,finalized,3,3/18/2020 20:48:13,1,0.658,happy,1234716317875179523,"“ We travel not to escape life , but for life not to escape us ”     we  travel  traveling  traveler  travelholic  travelgram  success  happy  beautiful  happiness  fun  love  care  share  joy  december  laugh…",
2692385038,false,finalized,3,3/18/2020 20:48:44,1,1.0,happy,1236965791628656645,Daily  affirmations  inspiration  motivation  open  awareness  beauty  joy  illuminate  experience  life  light  newthought  kindness  love  peace  grateful  happy ❤️☮️🙏😊✌️❤️,
2692385039,false,finalized,3,3/18/2020 20:48:04,1,0.6676,happy,1238534837264420865,it is 7th Anniversary . Thank you for all your Love and Support One Place a Better YOU ! call 781.321.2000,
2692385040,false,finalized,3,3/18/2020 20:48:40,1,1.0,happy,1236769941501677570,Happy Women Day ! My favorite woman in the word ❤️  girlpower  womensday  happy  live  love  thankful  gratefulheart  greatfulforlife  girlsareawesome  fun  joy  everydayisagift  majaarnold ❤️,
2692385041,false,finalized,3,3/18/2020 20:47:38,2,0.6829,anger,1235658885861699585, Almost everyone who suffers from addiction has trauma in their past and struggles with how to process the pain from those events  . Struggling to navigate feelings of  anger are common in  addiction  recovery . ,
2692385042,false,finalized,3,3/18/2020 20:48:44,2,1.0,anger,1236328306741587968, Aggression in  children requires early intervention . Here are some tips to help you and your child learn how to deal with  anger😡 .,
2692385043,false,finalized,3,3/18/2020 21:38:11,2,1.0,anger,1235629946036355072,"When unexpected events disrupt what we expect to occur , we get angry . what is the  anger all about ?",
2692385044,false,finalized,3,3/18/2020 20:51:25,2,0.6552,anger,1236543315186577409,lia me no like you because I say you ignore me but you make tweet and you think you happy but me no happy grrrr,
2692385045,false,finalized,3,3/18/2020 20:46:40,2,0.673,anger,1236246912321433600,What Makes You Lose Your Temper ?,
2692385046,false,finalized,3,3/18/2020 20:48:44,5,0.6205,anger,1236647114526142466,"When you find yourself in the middle of  hardship , overwhelmed with  fear ,  anger ,  sorrow , or any other  painful  emotions , there is always a way out . Here are ten  HelpfulTips on getting through tough times in life :",
2692385047,false,finalized,3,3/18/2020 20:48:44,5,0.6478,anger,1236732137174372352,"Keeping a cool head in trying situations , especially within the home and the workplace is key to a harmonious life filled with kindness . But just how do you go about it ? Try this solution , free ",
2692385048,false,finalized,3,3/18/2020 20:46:23,2,1.0,anger,1236557517918031872,Here s an article with the one simple tip to let go of  anger and  frustration and how to pull yourself out of depression ...,
2692385049,false,finalized,3,3/18/2020 20:48:01,2,1.0,anger,1236295283304271874,"I am ANGRY ! I am OUTRAGED ! Not really . I am actually in a good mood , but expressing rage seems to be popular on Twitter , so here is a drawing of of some rage .",
2692385050,false,finalized,3,3/18/2020 20:47:37,2,0.7011,anger,1235380724091543552,"Anger Management Expert , Educator , Researcher , Mediator , Entrepreneur , and Talk Show Host Dr. Vicki D. Coleman on The Cure Radio Show with Aimee Cabo , this Sat March 7 , 1 PM est .",
2692385051,false,finalized,3,3/18/2020 20:47:22,2,1.0,anger,1236903811253297152,I want to kill you and destroy you . I want you died and I want Flint back .,
2692385052,false,finalized,3,3/18/2020 20:45:56,5,0.3438,anger,1236668517103042562,Keep your insights but turn the volume up or down on your delivery . that is how you meet people where they are .,
2692385053,false,finalized,3,3/18/2020 20:51:25,6,0.3448,anger,1236555828989177858,Cool Down Strategies for Kids help kids  cope with,
2692385054,false,finalized,3,3/18/2020 20:46:07,2,1.0,anger,1235639367823020032,"When we are angry we can turn that anger inward . Bad things then happen . Things like addictions , eating disorders , saying hurtful things to ourselves and others . An excellent article by my friend , psychotherapist Esther :",
2692385055,false,finalized,3,3/18/2020 20:50:57,2,0.6471,anger,1237065674771632128,When you laugh you destroy all those feelings of  anger in  SevenDeadlySins . That is why I run  GiggleboxL to help with nasty feelings that lurk in our souls,
2692385056,false,finalized,3,3/18/2020 20:47:37,2,0.7011,anger,1236287205024251904,"I wanted to write  Case Aapke Baba Ladenge  . But in the expression of  Anger  I wrote ,  Case Tumhara Baap Ladega  .",
2692385057,false,finalized,3,3/18/2020 20:47:27,1,0.6824,anger,1235728744658219009,Kottonmouth Kings  Peace Not Greed via I got to say I threw away a sweatshirt  I may have fallen off ? prettymuch  trans too many labels for me to keep with I still have the megaphone 📣vibe  anger is  power but I can not yell all the time .,
2692385058,false,finalized,3,3/18/2020 20:46:07,1,0.3753,anger,1235974789304590338,Tip of the day : Meditation is one of the best tools for  anger management,
2692385059,false,finalized,3,3/18/2020 20:49:19,2,0.6715,anger,1235778432715366400,Why is everyone so angry and anxious ?,
2692385060,false,finalized,3,3/18/2020 20:46:45,2,0.3618,anger,1235596591106580481,there is a middle road between stuffing your emotions and letting frustration get to you : Calibrate !,
2692385061,false,finalized,3,3/18/2020 20:46:07,4,0.6247,excitement,1237257707469582336, exciting new photos just added ! ! ! !,
2692385062,false,finalized,3,3/18/2020 20:48:02,4,0.6798,excitement,1236495629179912192,New  exciting photos just added ! !,
2692385063,false,finalized,3,3/18/2020 20:45:56,4,0.6719,excitement,1236715757729275904,The 3 basic levels of excitment to reading Hegel are thus :  13 : Hegel is  exciting when the first level of clarity begins where the ordinary words on the page begin making sense and you are not experiencing the pure unmitigated frustration of negation .,
2692385064,false,finalized,3,3/18/2020 20:48:13,4,0.7068,excitement,1236925821241012224,I can not wait till  BigShow next school year because volunteering for Big Bash was cool but I can only imagine the hype of enjoying the crowd,
2692385065,false,finalized,3,3/18/2020 20:46:30,6,0.6526,excitement,1237204822018818048,A new post from first Twitter .,
2692385066,false,finalized,3,3/18/2020 20:48:04,1,0.6676,excitement,1236080451468615683,Play Mega888 ? Like and share to claim your bonus here with ! A real pickup for you !,
2692385067,false,finalized,3,3/18/2020 20:50:57,6,0.6471,excitement,1235996553199771649,What on earth do we have planned at next week ? ?,
2692385068,false,finalized,3,3/18/2020 20:47:27,4,1.0,excitement,1236913475894407173,"It was an  amazing ,  exciting  amp ;  awesome  conference this year we had  nullcon2020 , met a lot amount friends  amp ; colleagues ⁦⁩ ⁦⁩ ⁦⁩ ⁦⁩ ⁦⁩ ⁦  mitkat was fun to interact",
2692385069,false,finalized,3,3/18/2020 20:48:32,1,0.6723,excitement,1235957839916601347, cruftsscreen Waiting for the Flyball,
2692385070,false,finalized,3,3/18/2020 20:48:44,4,0.3795,excitement,1236469600029749248,Play Kiss918  amp ; SCR888 With ? Like and share to claim your bonus here with ! Look for more exciting different casino games ?,
2692385071,false,finalized,3,3/18/2020 20:48:32,4,1.0,excitement,1235888722077462529,"BTW , do not forget to check out my  exciting photography !",
2692385072,false,finalized,3,3/18/2020 20:46:09,3,0.625,excitement,1237060586229374976,We have a countdown on the locked option on modern warfare . 😬,
2692385073,false,finalized,3,3/18/2020 20:47:22,1,0.3906,excitement,1236375037512421376,Tonight at 9 on Facebook !,
2692385074,false,finalized,3,3/18/2020 20:45:56,1,1.0,excitement,1236083454531510272,Yay ! I am so happy for ! Watching him on  belowdeckmed made me feel like a,
2692385075,false,finalized,3,3/18/2020 20:46:40,4,0.673,excitement,1236685235779231745,Play 918KISS  amp ; XE88 With ? Like and share to claim your bonus here with ! Check it out !,
2692385076,false,finalized,3,3/18/2020 20:45:56,4,1.0,excitement,1236188766018007042, exciting ! Looking forward to watch our legendary cricketers in action .,
2692385077,false,finalized,3,3/18/2020 20:48:44,5,0.6478,excitement,1237260919111114752,"Our first session completed ✔️as we journey as a ‘ Research School ’ . Time to engage in Professional Dialogue , time to stop , ✋🏻 discuss  amp ; reflect within our own schools too  amp ; map our journey forward",
2692385078,false,finalized,3,3/18/2020 21:38:11,4,0.6452,excitement,1236800018377572353, subscribe to our  weekly  newsletter  amp ;  FindYourRoute  InsideOasis this week ; SINGLES  amp ; COUPLES welcome .  exciting  events  amp ; great  articles from our sexpositive  community  amp ; beyond .,
2692385079,false,finalized,3,3/18/2020 20:46:30,4,0.3593,excitement,1236211664124547073,Play Mega888 ? Like and share to claim your bonus here with ! Check it out !,
2692385080,false,finalized,3,3/18/2020 20:47:37,4,0.6413,excitement,1237313373890588672,101 Followers ! Thanks  XDB army ! To the 200 we go !,
2692385081,false,finalized,3,3/18/2020 20:47:27,3,0.6247,pleasant,1238053655598657537,sorry,
2692385082,false,finalized,3,3/18/2020 20:46:40,1,1.0,pleasant,1236787609168379904,"Amazing season  sugarracers ! State runners up . No tryouts , no club fees , no cuts , no pickups . Just a bunch of close friends who love to play ball together .",
2692385083,false,finalized,3,3/18/2020 20:46:09,3,1.0,pleasant,1236741265280110592,"Do NOT sleep on the Singapore Mei Fun at Chico and Chang . Iowneen know what else is on the menu cuz this my jam and I am a real one  loyal Side of chili oil of course . When folks say ,  do not eat your feeljngs ,  I…",
2692385084,false,finalized,3,3/18/2020 20:48:04,1,1.0,pleasant,1236977207400189952,I am going to support who ever wins the nomination . My candidate dropped out and another one prior and those are the only two I would ever be  loyal as people now my loyalty is,
2692385085,false,finalized,3,3/18/2020 20:48:05,1,0.6585,pleasant,1237167699790303233,is that time yet ?  humble  loyal  DM me bro chk the references MA 🙃🥺 IG : FKkSleep1  youngmoney  vanguard  401k  rothIRA  connected 💪🏼😏🤗✈️👑😇👽 🙏🏽,
2692385086,false,finalized,3,3/18/2020 20:48:44,4,0.6516,pleasant,1237900189945356288,And how !,
2692385087,false,finalized,3,3/18/2020 20:48:01,1,1.0,pleasant,1237589699071365121,"A wonderful good morning to all  respectful and  loyal fans and hope , you had a wonderful Tuesday . Have a fantastic midweek and take care . Martina from Germany",
2692385088,false,finalized,3,3/18/2020 20:49:19,1,0.6621,pleasant,1237699971358396416, mulanmovie is finally on Bluray ! for you to enjoy now . available on,
2692385089,false,finalized,3,3/18/2020 20:47:16,1,1.0,pleasant,1237091073723445248,alr saw it on insta 😊,
2692385090,false,finalized,3,3/18/2020 20:48:43,1,1.0,pleasant,1236707649942704129,"Happy International Women ’ s Day to all the strong , beautiful , talented women out there ! Stay amazing ! 💕 . . . . . A little bliss in every bite . . . . .  strong  confident  loyal  brave  beautiful  intelligent…",
2692385091,false,finalized,3,3/18/2020 20:47:16,2,0.3679,pleasant,1237054347613102080,Yesterday morning my phone was not working and I had to go get my hair done . So I left my phone with my boyfriend and I took his phone . We had each other phones for a good 8 hours .,
2692385092,false,finalized,3,3/18/2020 20:49:19,1,1.0,pleasant,1236983448067346432,One satisfied customer 👍 Give us a call and see what we can do for your business ☎️,
2692385093,false,finalized,3,3/18/2020 20:48:43,1,1.0,pleasant,1238055757616013312,Girls  amp ; Boys send over all the shaved unbearded guys to learn The Smasru Way and we will school them into Men . Your beard is your one  amp ; only loyal wingman .,
2692385094,false,finalized,3,3/18/2020 20:48:43,1,0.6667,pleasant,1237755940738392065,"We have a dedicated group of professionals that are waiting to care for you and your dental needs . Dental Group of South Florida 📍101 Westward Drive , Miami Springs , Florida 33166 . 📞  305  8851357 💻",
2692385095,false,finalized,3,3/18/2020 20:48:02,1,0.343,pleasant,1238066379565096962,my gallery :,
2692385096,false,finalized,3,3/18/2020 20:48:01,4,0.345,pleasant,1237873119659880448,"Real ass chicks on some real ass shyt , taking real ass trips making real big flips 🤑🤑 imjustaundrea  thesarahblack  friends  loyalty  loyal  countrygirl  Montego Bay , Jamaica",
2692385097,false,finalized,3,3/18/2020 20:48:40,5,1.0,pleasant,1237279454986027008,Have you heard ‘ Loyal  Dear Heavenly Father  ’ by on,
2692385098,false,finalized,3,3/18/2020 20:46:23,1,0.6689,pleasant,1236716960684994560,Celebrate  women every day . Eliminate discrimination . Full and equitable participation for women .,
2692385099,false,finalized,3,3/18/2020 20:48:44,1,0.7048,pleasant,1236788590933356549,Remembering the most important women in my life . 💛♀️💛  InternationalWomensDay  Mother  Grandmother  pavedtheway  strong  nu…,
2692385100,false,finalized,3,3/18/2020 20:48:29,5,0.6665,pleasant,1237586924073652225,Shop the  floral  summer  dress  for your  baby  girl from  Fashion  Playground ! This dress will not only provide a  stylish  look but also keep your tot  comfortable ! Also available in  pink .,
2692385102,false,finalized,3,3/18/2020 20:50:57,4,0.3529,surprise,1237345665862295552,Check out our website to see some of the fabulous garage doors we have . Give us a call to talk through all your needs with one of our specialist sales people on 0800 404 8011 .,
2692385103,false,finalized,3,3/18/2020 20:46:45,1,0.6784,surprise,1237337733560926209,"I am yours , baby ...",
2692385104,false,finalized,3,3/18/2020 21:38:11,5,0.3548,surprise,1237280495328690176, life  getoutside  amazing Muslim Womens High Waist Long Jeans Skirts,
2692385105,false,finalized,3,3/18/2020 20:46:07,1,1.0,surprise,1237354677949222919,Try this 👇 ! Happy Holi !,
2692385106,false,finalized,3,3/18/2020 21:23:39,5,0.6814,surprise,1237322695710212096,Out of book ideas ? Start making your list with CANOPLES INVESTIGATIONS by,
2692385107,false,finalized,3,3/18/2020 20:48:05,1,1.0,surprise,1237220483096932352,Refreshing colourful delight 😍 Healthier alternative to mainstream cake 🎂,
2692385108,false,finalized,3,3/18/2020 20:46:45,4,0.6784,surprise,1237266328949424128,27 AMAZING TRAVEL PHOTOS THAT WILL INFECT YOU WITH THE TRAVEL BUG  amazing  travel  photos  t…,
2692385109,false,finalized,3,3/18/2020 20:49:19,1,0.6621,surprise,1237336515589496832,"We at are best known for our  amazing quality of carpets and wide , trendy range of  fabrics , designs , colors and  patterns of carpets . Call Now : 0566009626 , Email : info.ae Or visit :",
2692385111,false,finalized,3,3/18/2020 20:48:44,5,0.6387,surprise,1237366867582423045, amazing  instamood Women s Elegant Square Cut Engagement Rings,
2692385112,false,finalized,3,3/18/2020 20:46:30,4,1.0,surprise,1237322641842847744,Hi ! Another part of animation . Would you play ?,
2692385113,false,finalized,3,3/18/2020 21:23:39,5,0.6814,surprise,1237293969219952640, amazing  sports Set Ultralight Adjustable Walking Stick,
2692385114,false,finalized,3,3/18/2020 20:48:29,1,1.0,surprise,1237368216021651461,"Wish You all a Wonderful , Colorful and Musicful Holi With Super Duper Hit Song.📢📢🎶 Loca : YO YO HONEY SINGH",
2692385115,false,finalized,3,3/18/2020 20:48:40,1,0.6327,surprise,1237362130359406597,Keith Jarrett 🌻🎶🎵 Be My Love 🎶🌸🌹  9Marzo  Music  Piano  Jazz  amazing 🌼,
2692385116,false,finalized,3,3/18/2020 20:48:02,1,1.0,surprise,1237311906223972357,VEGAN BURGER 🍔🐔  amazing  notavegan KFC IS NEEDED IN AMERSHAM ! !,
2692385117,false,finalized,3,3/18/2020 20:48:05,5,0.6585,surprise,1237331245882675200,Some of the  amazing  comments   feedback for my naughty acquaintances  TheBruvs   thanks to all who support  indie  Brit…,
2692385118,false,finalized,3,3/18/2020 20:48:04,1,0.6676,surprise,1237241875578396673,Learn more at :,
2692385119,false,finalized,3,3/18/2020 20:47:37,1,1.0,surprise,1237283674569113600,"let us dive into colours and make are lives colourful , wishing you all a very happy holi , may you all have a colourful life ahead . Photograph by",
2692385120,false,finalized,3,3/18/2020 20:46:23,5,0.699,surprise,1237345466511171584,Art for the Eyes !,
2692385121,false,finalized,3,3/18/2020 20:47:16,1,0.3679,surprise,1237273993381588992,Art for the Home !,
2692385122,false,finalized,3,3/18/2020 20:48:44,1,0.3613,surprise,1237361952671895552,DOOM Eternal  SAVE 37  on PC,
2692386909,true,golden,42,"",1,0.9627,happy,1235921043145060353,Just a Happy doggy and an open field ❤️,1
2692387303,true,golden,37,"",1,0.8202,surprise,1237220483096932352,Refreshing colourful delight 😍 Healthier alternative to mainstream cake 🎂,1
2692387339,true,golden,41,"",1,0.9231,surprise,1237354677949222919,Try this 👇 ! Happy Holi !,1
2692387496,true,golden,34,"",2,0.9678,anger,1235629946036355072,"When unexpected events disrupt what we expect to occur , we get angry . what is the  anger all about ?",2
2692387573,true,golden,47,"",4,1.0,excitement,1237257707469582336, exciting new photos just added ! ! ! !,4
2692389615,true,golden,39,"",1,0.7295,pleasant,1236788590933356549,Remembering the most important women in my life . 💛♀️💛  InternationalWomensDay  Mother  Grandmother  pavedtheway  strong  nu…,"1
5"
2692393204,true,golden,31,"",4,0.9682,excitement,1236188766018007042, exciting ! Looking forward to watch our legendary cricketers in action .,4
2692393542,true,golden,52,"",1,0.8888,pleasant,1237589699071365121,"A wonderful good morning to all  respectful and  loyal fans and hope , you had a wonderful Tuesday . Have a fantastic midweek and take care . Martina from Germany",1
2692394124,true,golden,27,"",5,0.473,pleasant,1237586924073652225,Shop the  floral  summer  dress  for your  baby  girl from  Fashion  Playground ! This dress will not only provide a  stylish  look but also keep your tot  comfortable ! Also available in  pink .,"1
2
3
4
5
6"
2692394158,true,golden,27,"",3,0.6007,fear,1236684116571099138, fear is fucked up !  spirit is REAL,"2
3"
2692394193,true,golden,26,"",6,0.6655,pleasant,1237900189945356288,And how !,6
2692394226,true,golden,29,"",1,1.0,excitement,1236083454531510272,Yay ! I am so happy for ! Watching him on  belowdeckmed made me feel like a,1
2692394251,true,golden,20,"",3,0.3869,excitement,1237060586229374976,We have a countdown on the locked option on modern warfare . 😬,1
2692394296,true,golden,10,"",5,0.5378,fear,1236678661106888704,"You  win some , you  lose some , you  fear some .",5
2692394372,true,golden,21,"",2,0.7853,anger,1236543315186577409,lia me no like you because I say you ignore me but you make tweet and you think you happy but me no happy grrrr,2
2692394412,true,golden,20,"",2,1.0,anger,1236903811253297152,I want to kill you and destroy you . I want you died and I want Flint back .,2
2692394494,true,golden,10,"",3,0.7199,pleasant,1238053655598657537,sorry,3
2692394608,true,golden,12,"",3,0.8343,fear,1236496023616290817,Here ’ s a post I have written about fear . Please read it if you have the time 🖤,3
2692394650,true,golden,8,"",1,1.0,pleasant,1236707649942704129,"Happy International Women ’ s Day to all the strong , beautiful , talented women out there ! Stay amazing ! 💕 . . . . . A little bliss in every bite . . . . .  strong  confident  loyal  brave  beautiful  intelligent…",1
